Z?hler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;VerfÅgungsbeschr?nkung;VerfÅgbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;VerfÅgbare Mittel;Ist
599;2016;40;3502;51101;0;A09;419;1000;0;0;1.000,00;0;1.000,00;114;114;0;886;0
600;2016;40;3502;52601;###;A09;419;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
601;2016;40;3502;52601;0;A09;419;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
602;2016;40;3502;54079;###;A09;419;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
603;2016;40;3502;54079;0;A09;419;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
604;2016;40;3502;68110;###;Z;233;5283000;0;0;5.283.000,00;0;5.283.000,00;445.787,43;445.787,43;0;4.837.212,57;133.525,43
605;2016;40;3502;68110;0;Z;233;5283000;0;0;5.283.000,00;0;5.283.000,00;445.787,43;445.787,43;0;4.837.212,57;133.525,43
606;2016;40;3502;68131;###;Z;233;59000;0;0;59.000,00;0;59.000,00;70;70;0;58.930,00;70
607;2016;40;3502;68131;0;Z;233;59000;0;0;59.000,00;0;59.000,00;0;0;0;59.000,00;0
608;2016;40;3502;68131;500;Z;233;0;0;0;0;0;0;70;70;0;-70;70
609;2016;40;3502;68164;###;Z;233;2000;0;0;2.000,00;0;2.000,00;157,4;157,4;0;1.842,60;157,4
610;2016;40;3502;68164;0;Z;233;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
611;2016;40;3502;68164;500;Z;233;0;0;0;0;0;0;157,4;157,4;0;-157,4;157,4
612;2016;40;3502;68172;###;T;233;76000;0;0;76.000,00;0;76.000,00;4.662,52;4.662,52;0;71.337,48;4.662,52
613;2016;40;3502;68172;0;T;233;76000;0;0;76.000,00;0;76.000,00;0;0;0;76.000,00;0
614;2016;40;3502;68172;500;T;233;0;0;0;0;0;0;4.662,52;4.662,52;0;-4.662,52;4.662,52
615;2016;40;3502;68178;###;T;233;2000;0;0;2.000,00;0;2.000,00;215,35;215,35;0;1.784,65;215,35
616;2016;40;3502;68178;0;T;233;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
617;2016;40;3502;68178;500;T;233;0;0;0;0;0;0;215,35;215,35;0;-215,35;215,35
618;2016;40;3502;68183;###;T;233;25800;0;0;25.800,00;0;25.800,00;1.573,50;1.573,50;0;24.226,50;1.573,50
619;2016;40;3502;68183;0;T;233;25800;0;0;25.800,00;0;25.800,00;0;0;0;25.800,00;0
620;2016;40;3502;68183;500;T;233;0;0;0;0;0;0;1.573,50;1.573,50;0;-1.573,50;1.573,50
621;2016;40;3502;68186;###;T;233;5000;0;0;5.000,00;0;5.000,00;312,77;312,77;0;4.687,23;312,77
622;2016;40;3502;68186;0;T;233;5000;0;0;5.000,00;0;5.000,00;0;0;0;5.000,00;0
623;2016;40;3502;68186;500;T;233;0;0;0;0;0;0;312,77;312,77;0;-312,77;312,77
624;2016;40;3600;42801;###;;111;396000;0;0;396.000,00;0;396.000,00;32.449,66;32.449,66;0;363.550,34;32.449,66
625;2016;40;3600;42801;0;;111;396000;0;0;396.000,00;0;396.000,00;32.449,66;32.449,66;0;363.550,34;32.449,66
626;2016;40;3610;11120;###;E03;152;405000;0;0;405.000,00;0;0;57.459,77;0;0;0;53.805,19
627;2016;40;3610;11120;0;E03;152;405000;0;0;405.000,00;0;0;57.459,77;0;0;0;53.805,19
628;2016;40;3610;11190;###;E01;152;3000;0;0;3.000,00;0;0;1.364,16;0;0;0;1.364,16
629;2016;40;3610;11190;0;E01;152;3000;0;0;3.000,00;0;0;0;0;0;0;0
630;2016;40;3610;11190;100;E01;152;0;0;0;0;0;0;1.364,16;0;0;0;1.364,16
631;2016;40;3610;11194;###;E01;152;1000;0;0;1.000,00;0;0;0;0;0;0;0
632;2016;40;3610;11194;0;E01;152;1000;0;0;1.000,00;0;0;0;0;0;0;0
633;2016;40;3610;11924;###;E02;152;1000;0;0;1.000,00;0;0;0;0;0;0;0
634;2016;40;3610;11924;0;E02;152;1000;0;0;1.000,00;0;0;0;0;0;0;0
635;2016;40;3610;12401;###;E01;152;1000;0;0;1.000,00;0;0;90;0;0;0;90
636;2016;40;3610;12401;0;E01;152;1000;0;0;1.000,00;0;0;90;0;0;0;90
637;2016;40;3610;28290;###;E01;152;5000;0;0;5.000,00;0;0;0;0;0;0;0
638;2016;40;3610;28290;0;E01;152;5000;0;0;5.000,00;0;0;0;0;0;0;0
639;2016;40;3610;42201;###;;152;243000;0;0;243.000,00;0;243.000,00;33.776,39;33.776,39;0;209.223,61;33.776,39
640;2016;40;3610;42201;0;;152;243000;0;0;243.000,00;0;243.000,00;33.776,39;33.776,39;0;209.223,61;33.776,39
641;2016;40;3610;42701;###;;152;649000;0;0;649.000,00;0;649.000,00;27.863,20;27.863,20;0;621.136,80;14.283,38
642;2016;40;3610;42701;0;;152;649000;0;0;649.000,00;0;649.000,00;25.881,82;25.881,82;0;623.118,18;12.302,00
643;2016;40;3610;42701;102;;152;0;0;0;0;0;0;1.981,38;1.981,38;0;-1.981,38;1.981,38
644;2016;40;3610;42790;###;;152;1000;203.175,95;0;204.175,95;0;204.175,95;23.212,10;23.212,10;0;180.963,85;9.499,20
645;2016;40;3610;42790;0;;152;1000;203.175,95;0;204.175,95;0;204.175,95;0;0;0;204.175,95;0
646;2016;40;3610;42790;105;;152;0;0;0;0;0;0;23.212,10;23.212,10;0;-23.212,10;9.499,20
647;2016;40;3610;42791;###;;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
648;2016;40;3610;42791;0;;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
649;2016;40;3610;42794;###;;152;1000;15.642,71;0;16.642,71;0;16.642,71;3.393,82;3.393,82;0;13.248,89;3.393,82
650;2016;40;3610;42794;0;;152;1000;15.642,71;0;16.642,71;0;16.642,71;0;0;0;16.642,71;0
651;2016;40;3610;42794;105;;152;0;0;0;0;0;0;3.393,82;3.393,82;0;-3.393,82;3.393,82
652;2016;40;3610;42801;###;;152;183000;0;0;183.000,00;0;183.000,00;13.743,21;13.743,21;0;169.256,79;13.743,21
653;2016;40;3610;42801;0;;152;183000;0;0;183.000,00;0;183.000,00;13.743,21;13.743,21;0;169.256,79;13.743,21
654;2016;40;3610;44100;###;;152;9800;0;0;9.800,00;0;9.800,00;4.895,60;4.895,60;0;4.904,40;4.895,60
655;2016;40;3610;44100;0;;152;9800;0;0;9.800,00;0;9.800,00;4.895,60;4.895,60;0;4.904,40;4.895,60
656;2016;40;3610;51101;###;A09;152;2000;0;0;2.000,00;0;2.000,00;105,04;1.121,00;0;879;84,99
657;2016;40;3610;51101;0;A09;152;2000;0;-1.100,00;900;0;900;0;21;0;879;0
658;2016;40;3610;51101;200;A09;152;0;0;1.100,00;1.100,00;0;1.100,00;105,04;1.100,00;0;0;84,99
659;2016;40;3610;51111;###;A09;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
660;2016;40;3610;51111;0;A09;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
661;2016;40;3610;51140;###;A05;152;4000;0;0;4.000,00;0;4.000,00;0;3.600,00;0;400;0
662;2016;40;3610;51140;0;A05;152;4000;0;0;4.000,00;0;4.000,00;0;3.600,00;0;400;0
663;2016;40;3610;51143;###;A05;152;4000;0;0;4.000,00;0;4.000,00;1.347,83;1.347,83;0;2.652,17;1.347,83
664;2016;40;3610;51143;0;A05;152;4000;0;0;4.000,00;0;4.000,00;1.347,83;1.347,83;0;2.652,17;1.347,83
665;2016;40;3610;51190;###;A10;152;1000;2.786,99;0;3.786,99;0;3.786,99;0;0;0;3.786,99;0
666;2016;40;3610;51190;0;A10;152;1000;2.786,99;0;3.786,99;0;3.786,99;0;0;0;3.786,99;0
667;2016;40;3610;51701;###;A08;152;152000;0;0;152.000,00;0;152.000,00;20.048,76;48.327,55;0;103.672,45;6.640,88
668;2016;40;3610;51701;0;A08;152;152000;0;-117.070,00;34.930,00;0;34.930,00;6.393,39;34.672,18;0;257,82;6.393,39
669;2016;40;3610;51701;369;A08;152;0;0;42.200,00;42.200,00;0;42.200,00;0;0;0;42.200,00;0
670;2016;40;3610;51701;370;A08;152;0;0;1.170,00;1.170,00;0;1.170,00;247,49;247,49;0;922,51;247,49
671;2016;40;3610;51701;371;A08;152;0;0;15.600,00;15.600,00;0;15.600,00;13.346,00;13.346,00;0;2.254,00;0
672;2016;40;3610;51701;373;A08;152;0;0;11.800,00;11.800,00;0;11.800,00;0;0;0;11.800,00;0
673;2016;40;3610;51701;375;A08;152;0;0;2.200,00;2.200,00;0;2.200,00;0;0;0;2.200,00;0
674;2016;40;3610;51701;376;A08;152;0;0;2.000,00;2.000,00;0;2.000,00;61,88;61,88;0;1.938,12;0
675;2016;40;3610;51701;377;A08;152;0;0;39.600,00;39.600,00;0;39.600,00;0;0;0;39.600,00;0
676;2016;40;3610;51701;378;A08;152;0;0;2.500,00;2.500,00;0;2.500,00;0;0;0;2.500,00;0
677;2016;40;3610;51730;###;A08;152;1600;0;0;1.600,00;0;1.600,00;0;0;0;1.600,00;0
678;2016;40;3610;51730;0;A08;152;1600;0;0;1.600,00;0;1.600,00;0;0;0;1.600,00;0
679;2016;40;3610;51790;###;A10;152;1000;5.338,84;0;6.338,84;0;6.338,84;0;0;0;6.338,84;0
680;2016;40;3610;51790;0;A10;152;1000;5.338,84;0;6.338,84;0;6.338,84;0;0;0;6.338,84;0
681;2016;40;3610;51890;###;A10;152;1000;2.123,00;1.000,00;4.123,00;0;4.123,00;1.000,00;1.000,00;0;3.123,00;0
682;2016;40;3610;51890;0;A10;152;1000;2.123,00;1.000,00;4.123,00;0;4.123,00;0;0;0;4.123,00;0
683;2016;40;3610;51890;100;A10;152;0;0;0;0;0;0;1.000,00;1.000,00;0;-1.000,00;0
684;2016;40;3610;51900;###;A02;152;48400;0;0;48.400,00;0;48.400,00;546,61;11.273,05;0;37.126,95;286,53
685;2016;40;3610;51900;0;A02;152;48400;0;-48.400,00;0;0;0;0;0;0;0;0
686;2016;40;3610;51900;350;A02;152;0;0;48.400,00;48.400,00;0;48.400,00;546,61;11.273,05;0;37.126,95;286,53
687;2016;40;3610;51910;###;A02;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
688;2016;40;3610;51910;0;A02;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
689;2016;40;3610;52509;###;A01;152;1000;0;0;1.000,00;0;1.000,00;83,97;83,97;0;916,03;0
690;2016;40;3610;52509;0;A01;152;1000;0;0;1.000,00;0;1.000,00;83,97;83,97;0;916,03;0
691;2016;40;3610;52593;###;A10;152;1000;13.457,75;0;14.457,75;0;14.457,75;0;349,86;0;14.107,89;0
692;2016;40;3610;52593;0;A10;152;1000;13.457,75;0;14.457,75;0;14.457,75;0;0;0;14.457,75;0
693;2016;40;3610;52593;102;A10;152;0;0;0;0;0;0;0;349,86;0;-349,86;0
694;2016;40;3610;52594;###;A10;152;1000;5.849,57;0;6.849,57;0;6.849,57;371,84;371,84;0;6.477,73;0
695;2016;40;3610;52594;0;A10;152;1000;5.849,57;0;6.849,57;0;6.849,57;371,84;371,84;0;6.477,73;0
696;2016;40;3610;53101;###;A09;152;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
697;2016;40;3610;53101;0;A09;152;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
698;2016;40;3610;53110;###;A09;152;18000;0;0;18.000,00;0;18.000,00;0;0;0;18.000,00;0
699;2016;40;3610;53110;0;A09;152;18000;0;0;18.000,00;0;18.000,00;0;0;0;18.000,00;0
700;2016;40;3610;54010;###;A09;152;2600;0;0;2.600,00;0;2.600,00;0;2.149,94;0;450,06;0
701;2016;40;3610;54010;0;A09;152;2600;0;0;2.600,00;0;2.600,00;0;2.149,94;0;450,06;0
702;2016;40;3610;54024;###;A09;152;1500;0;0;1.500,00;0;1.500,00;0;1.500,00;0;0;0
703;2016;40;3610;54024;0;A09;152;1500;0;0;1.500,00;0;1.500,00;0;1.500,00;0;0;0
704;2016;40;3610;54060;###;A09;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
705;2016;40;3610;54060;0;A09;152;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
706;2016;40;3610;54079;###;A09;152;1000;0;0;1.000,00;0;1.000,00;0;720;0;280;0
707;2016;40;3610;54079;0;A09;152;1000;0;0;1.000,00;0;1.000,00;0;720;0;280;0
708;2016;40;3610;54690;###;A10;152;1000;430,65;0;1.430,65;0;1.430,65;506,88;506,88;0;923,77;506,88
709;2016;40;3610;54690;0;A10;152;1000;430,65;0;1.430,65;0;1.430,65;0;0;0;1.430,65;0
710;2016;40;3610;54690;105;A10;152;0;0;0;0;0;0;506,88;506,88;0;-506,88;506,88
711;2016;40;3620;11116;###;E03;185;7000;0;0;7.000,00;0;0;170,56;0;0;0;212,88
712;2016;40;3620;11116;0;E03;185;7000;0;0;7.000,00;0;0;170,56;0;0;0;212,88
713;2016;40;3620;11120;###;E03;185;13000;0;0;13.000,00;0;0;920,47;0;0;0;167,08
714;2016;40;3620;11120;0;E03;185;13000;0;0;13.000,00;0;0;920,47;0;0;0;167,08
715;2016;40;3620;11124;###;E03;185;585000;0;0;585.000,00;0;0;58.680,80;0;0;0;54.249,45
716;2016;40;3620;11124;0;E03;185;585000;0;0;585.000,00;0;0;58.680,80;0;0;0;54.249,45
717;2016;40;3620;11190;###;E01;185;0;0;0;0;0;0;17.768,21;0;0;0;5.859,64
718;2016;40;3620;11190;0;E01;185;0;0;0;0;0;0;17.768,21;0;0;0;5.859,64
719;2016;40;3620;11979;###;E03;185;0;0;0;0;0;0;0;0;0;0;17,34
720;2016;40;3620;11979;0;E03;185;0;0;0;0;0;0;0;0;0;0;17,34
721;2016;40;3620;28290;###;E01;185;0;0;0;0;0;0;90;0;0;0;0
722;2016;40;3620;28290;0;E01;185;0;0;0;0;0;0;90;0;0;0;0
723;2016;40;3620;42701;###;;185;1057000;0;0;1.057.000,00;0;1.057.000,00;79.516,27;79.516,27;0;977.483,73;79.516,27
724;2016;40;3620;42701;0;;185;1057000;0;0;1.057.000,00;0;1.057.000,00;79.516,27;79.516,27;0;977.483,73;79.516,27
725;2016;40;3620;42790;###;;185;0;9.838,45;0;9.838,45;0;9.838,45;1.541,88;1.541,88;0;8.296,57;1.541,88
726;2016;40;3620;42790;0;;185;0;9.838,45;0;9.838,45;0;9.838,45;1.541,88;1.541,88;0;8.296,57;1.541,88
727;2016;40;3620;42791;###;;185;0;4.151,29;5.487,55;9.638,84;0;9.638,84;2.233,20;2.233,20;0;7.405,64;2.233,20
728;2016;40;3620;42791;0;;185;0;4.151,29;5.487,55;9.638,84;0;9.638,84;2.233,20;2.233,20;0;7.405,64;2.233,20
729;2016;40;3620;42801;###;;185;377000;0;0;377.000,00;0;377.000,00;28.119,38;28.119,38;0;348.880,62;28.119,38
730;2016;40;3620;42801;0;;185;377000;0;0;377.000,00;0;377.000,00;28.119,38;28.119,38;0;348.880,62;28.119,38
731;2016;40;3620;42811;###;;185;0;0;0;0;0;0;0,73;0,73;0;-0,73;0,73
732;2016;40;3620;42811;0;;185;0;0;0;0;0;0;0,73;0,73;0;-0,73;0,73
733;2016;40;3620;51101;###;A09;185;1500;0;0;1.500,00;0;1.500,00;436,04;643,4;0;856,6;70,39
734;2016;40;3620;51101;0;A09;185;1500;0;-143,76;1.356,24;0;1.356,24;436,04;643,4;0;712,84;70,39
735;2016;40;3620;51101;201;A09;185;0;0;143,76;143,76;0;143,76;0;0;0;143,76;0
736;2016;40;3620;51121;###;A09;185;1000;0;0;1.000,00;0;1.000,00;0;188,25;0;811,75;0
737;2016;40;3620;51121;0;A09;185;1000;0;0;1.000,00;0;1.000,00;0;188,25;0;811,75;0
738;2016;40;3620;51140;###;A05;185;24000;0;0;24.000,00;0;24.000,00;0;168,2;0;23.831,80;0
739;2016;40;3620;51140;0;A05;185;24000;0;0;24.000,00;0;24.000,00;0;168,2;0;23.831,80;0
740;2016;40;3620;51143;###;A05;185;8000;0;0;8.000,00;0;8.000,00;0;0;0;8.000,00;0
741;2016;40;3620;51143;0;A05;185;8000;0;0;8.000,00;0;8.000,00;0;0;0;8.000,00;0
742;2016;40;3620;51479;###;A09;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
743;2016;40;3620;51479;0;A09;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
744;2016;40;3620;51701;###;A08;185;87000;0;0;87.000,00;0;87.000,00;14.542,96;28.327,23;0;58.672,77;-902
745;2016;40;3620;51701;0;A08;185;87000;0;-47.790,00;39.210,00;0;39.210,00;4.747,45;18.531,72;0;20.678,28;3.497,45
746;2016;40;3620;51701;370;A08;185;0;0;1.400,00;1.400,00;0;1.400,00;280,98;280,98;0;1.119,02;280,98
747;2016;40;3620;51701;371;A08;185;0;0;7.200,00;7.200,00;0;7.200,00;5.376,00;5.376,00;0;1.824,00;0
748;2016;40;3620;51701;372;A08;185;0;0;10.400,00;10.400,00;0;10.400,00;4.107,57;4.107,57;0;6.292,43;-4.680,43
749;2016;40;3620;51701;373;A08;185;0;0;3.500,00;3.500,00;0;3.500,00;0;0;0;3.500,00;0
750;2016;40;3620;51701;375;A08;185;0;0;950;950;0;950;0;0;0;950;0
751;2016;40;3620;51701;376;A08;185;0;0;440;440;0;440;30,96;30,96;0;409,04;0
752;2016;40;3620;51701;377;A08;185;0;0;22.650,00;22.650,00;0;22.650,00;0;0;0;22.650,00;0
753;2016;40;3620;51701;378;A08;185;0;0;1.250,00;1.250,00;0;1.250,00;0;0;0;1.250,00;0
754;2016;40;3620;51900;###;A02;185;26900;0;0;26.900,00;0;26.900,00;882,31;3.939,74;0;22.960,26;660,16
755;2016;40;3620;51900;0;A02;185;26900;0;-26.900,00;0;0;0;0;0;0;0;0
756;2016;40;3620;51900;355;A02;185;0;0;26.900,00;26.900,00;0;26.900,00;882,31;3.939,74;0;22.960,26;660,16
757;2016;40;3620;51910;###;A02;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
758;2016;40;3620;51910;0;A02;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
759;2016;40;3620;52509;###;A01;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
760;2016;40;3620;52509;0;A01;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
761;2016;40;3620;53110;###;A09;185;7200;0;0;7.200,00;0;7.200,00;0;2.233,52;0;4.966,48;0
762;2016;40;3620;53110;0;A09;185;7200;0;0;7.200,00;0;7.200,00;0;2.233,52;0;4.966,48;0
763;2016;40;3620;54010;###;A09;185;3500;0;0;3.500,00;0;3.500,00;0;0;0;3.500,00;0
764;2016;40;3620;54010;0;A09;185;3500;0;0;3.500,00;0;3.500,00;0;0;0;3.500,00;0
765;2016;40;3620;54024;###;A09;185;1500;0;0;1.500,00;0;1.500,00;0;0;0;1.500,00;0
766;2016;40;3620;54024;0;A09;185;1500;0;0;1.500,00;0;1.500,00;0;0;0;1.500,00;0
767;2016;40;3620;54053;###;A09;185;8200;0;0;8.200,00;0;8.200,00;0;0;0;8.200,00;0
768;2016;40;3620;54053;0;A09;185;8200;0;0;8.200,00;0;8.200,00;0;0;0;8.200,00;0
769;2016;40;3620;54060;###;A09;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
770;2016;40;3620;54060;0;A09;185;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
771;2016;40;3620;54079;###;A09;185;1500;0;0;1.500,00;0;1.500,00;122;122;0;1.378,00;0
772;2016;40;3620;54079;0;A09;185;1500;0;0;1.500,00;0;1.500,00;122;122;0;1.378,00;0
773;2016;40;3620;54690;###;A10;185;0;29,09;0;29,09;0;29,09;0;0;0;29,09;0
774;2016;40;3620;54690;0;A10;185;0;29,09;0;29,09;0;29,09;0;0;0;29,09;0
775;2016;40;3630;11979;###;E03;188;1000;0;0;1.000,00;0;0;62,4;0;0;0;62,4
776;2016;40;3630;11979;0;E03;188;1000;0;0;1.000,00;0;0;62,4;0;0;0;62,4
777;2016;40;3630;12401;###;E01;188;2300;0;0;2.300,00;0;0;0;0;0;0;0
778;2016;40;3630;12401;0;E01;188;2300;0;0;2.300,00;0;0;0;0;0;0;0
779;2016;40;3630;41210;###;;188;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
780;2016;40;3630;41210;0;;188;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
781;2016;40;3630;42701;###;;188;50000;0;0;50.000,00;0;50.000,00;1.159,70;3.985,70;0;46.014,30;1.159,70
782;2016;40;3630;42701;0;;188;50000;0;0;50.000,00;0;50.000,00;1.159,70;3.985,70;0;46.014,30;1.159,70
783;2016;40;3630;42801;###;;188;369000;0;0;369.000,00;0;369.000,00;29.976,66;29.976,66;0;339.023,34;29.976,66
784;2016;40;3630;42801;0;;188;369000;0;0;369.000,00;0;369.000,00;29.976,66;29.976,66;0;339.023,34;29.976,66
785;2016;40;3630;42811;###;;188;43900;0;0;43.900,00;0;43.900,00;0;0;0;43.900,00;0
786;2016;40;3630;42811;0;;188;43900;0;0;43.900,00;0;43.900,00;0;0;0;43.900,00;0
787;2016;40;3630;51101;###;A09;188;4000;0;0;4.000,00;0;4.000,00;353,86;3.414,82;0;585,18;273,94
788;2016;40;3630;51101;0;A09;188;4000;0;-3.000,00;1.000,00;0;1.000,00;0;414,82;0;585,18;0
789;2016;40;3630;51101;200;A09;188;0;0;3.000,00;3.000,00;0;3.000,00;353,86;3.000,00;0;0;273,94
790;2016;40;3630;51140;###;A05;188;2900;0;0;2.900,00;0;2.900,00;0;811,97;0;2.088,03;0
791;2016;40;3630;51140;0;A05;188;2900;0;0;2.900,00;0;2.900,00;0;811,97;0;2.088,03;0
792;2016;40;3630;51701;###;A08;188;100000;0;0;100.000,00;0;100.000,00;10.530,32;12.681,99;0;87.318,01;1.509,67
793;2016;40;3630;51701;0;A08;188;100000;0;-77.700,00;22.300,00;0;22.300,00;3.425,14;5.576,81;0;16.723,19;1.279,97
794;2016;40;3630;51701;369;A08;188;0;0;27.000,00;27.000,00;0;27.000,00;2,5;2,5;0;26.997,50;2,5
795;2016;40;3630;51701;370;A08;188;0;0;1.000,00;1.000,00;0;1.000,00;227,2;227,2;0;772,8;227,2
796;2016;40;3630;51701;371;A08;188;0;0;14.500,00;14.500,00;0;14.500,00;6.860,00;6.860,00;0;7.640,00;0
797;2016;40;3630;51701;373;A08;188;0;0;1.900,00;1.900,00;0;1.900,00;0;0;0;1.900,00;0
798;2016;40;3630;51701;375;A08;188;0;0;1.400,00;1.400,00;0;1.400,00;0;0;0;1.400,00;0
799;2016;40;3630;51701;376;A08;188;0;0;400;400;0;400;15,48;15,48;0;384,52;0
800;2016;40;3630;51701;377;A08;188;0;0;25.000,00;25.000,00;0;25.000,00;0;0;0;25.000,00;0
801;2016;40;3630;51701;378;A08;188;0;0;6.500,00;6.500,00;0;6.500,00;0;0;0;6.500,00;0
802;2016;40;3630;51801;###;A08;188;19700;0;0;19.700,00;0;19.700,00;19.667,28;19.667,28;0;32,72;3.277,88
803;2016;40;3630;51801;0;A08;188;19700;0;0;19.700,00;0;19.700,00;19.667,28;19.667,28;0;32,72;3.277,88
804;2016;40;3630;51803;###;A09;188;1500;0;0;1.500,00;0;1.500,00;358,12;1.500,00;0;0;353,43
805;2016;40;3630;51803;0;A09;188;1500;0;0;1.500,00;0;1.500,00;358,12;1.500,00;0;0;353,43
806;2016;40;3630;51900;###;A02;188;110000;0;0;110.000,00;0;110.000,00;0;5.428,84;0;104.571,16;0
807;2016;40;3630;51900;0;A02;188;110000;0;-110.000,00;0;0;0;0;0;0;0;0
808;2016;40;3630;51900;351;A02;188;0;0;110.000,00;110.000,00;0;110.000,00;0;5.428,84;0;104.571,16;0
809;2016;40;3630;51910;###;A02;188;1600;0;0;1.600,00;0;1.600,00;0;0;0;1.600,00;0
810;2016;40;3630;51910;0;A02;188;1600;0;0;1.600,00;0;1.600,00;0;0;0;1.600,00;0
811;2016;40;3630;52113;###;A02;195;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
812;2016;40;3630;52113;0;A02;195;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
813;2016;40;3630;53101;###;A09;188;1000;0;0;1.000,00;0;1.000,00;59,5;59,5;0;940,5;59,5
814;2016;40;3630;53101;0;A09;188;1000;0;0;1.000,00;0;1.000,00;59,5;59,5;0;940,5;59,5
815;2016;40;3630;53110;###;A09;188;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
816;2016;40;3630;53110;0;A09;188;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
817;2016;40;3630;54010;###;A09;188;22500;0;0;22.500,00;0;22.500,00;35,7;35,7;0;22.464,30;35,7
818;2016;40;3630;54010;0;A09;188;22500;0;0;22.500,00;0;22.500,00;35,7;35,7;0;22.464,30;35,7
819;2016;40;3630;54053;###;A09;188;54000;0;0;54.000,00;0;54.000,00;0;350;0;53.650,00;0
820;2016;40;3630;54053;0;A09;188;54000;0;0;54.000,00;0;54.000,00;0;350;0;53.650,00;0
821;2016;40;3630;54079;###;A09;188;1000;0;0;1.000,00;0;1.000,00;320,82;320,82;0;679,18;320,82
822;2016;40;3630;54079;0;A09;188;1000;0;0;1.000,00;0;1.000,00;320,82;320,82;0;679,18;320,82
823;2016;40;3630;54690;###;A10;188;0;716,12;0;716,12;0;716,12;0;0;0;716,12;0
824;2016;40;3630;54690;0;A10;188;0;716,12;0;716,12;0;716,12;0;0;0;716,12;0
825;2016;40;3630;68406;###;T;188;626000;0;0;626.000,00;0;626.000,00;0;0;0;626.000,00;0
826;2016;40;3630;68406;0;T;188;626000;0;0;626.000,00;0;626.000,00;0;0;0;626.000,00;0
827;2016;40;3630;71505;###;;195;1425000;0;0;1.425.000,00;0;1.425.000,00;21.717,82;45.291,84;0;1.379.708,16;15.809,82
828;2016;40;3630;71505;0;;195;1425000;0;0;1.425.000,00;0;1.425.000,00;21.717,82;45.291,84;0;1.379.708,16;15.809,82
829;2016;40;3640;11108;###;E03;186;40000;0;0;40.000,00;0;0;3.007,00;0;0;0;3.007,00
830;2016;40;3640;11108;0;E03;186;40000;0;0;40.000,00;0;0;285;0;0;0;285
831;2016;40;3640;11108;101;E03;186;0;0;0;0;0;0;297;0;0;0;297
832;2016;40;3640;11108;103;E03;186;0;0;0;0;0;0;180;0;0;0;180
833;2016;40;3640;11108;114;E03;186;0;0;0;0;0;0;1.848,00;0;0;0;1.848,00
834;2016;40;3640;11108;125;E03;186;0;0;0;0;0;0;397;0;0;0;397
835;2016;40;3640;11133;###;E03;186;2000;0;0;2.000,00;0;0;184,25;0;0;0;184,25
836;2016;40;3640;11133;0;E03;186;2000;0;0;2.000,00;0;0;0;0;0;0;0
837;2016;40;3640;11133;101;E03;186;0;0;0;0;0;0;51;0;0;0;51
838;2016;40;3640;11133;103;E03;186;0;0;0;0;0;0;14,5;0;0;0;14,5
839;2016;40;3640;11133;114;E03;186;0;0;0;0;0;0;79,75;0;0;0;79,75
840;2016;40;3640;11133;125;E03;186;0;0;0;0;0;0;39;0;0;0;39
841;2016;40;3640;11903;###;E03;186;65000;0;0;65.000,00;0;0;17.728,92;0;0;0;17.728,92
