Z?hler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;VerfÅgungsbeschr?nkung;VerfÅgbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;VerfÅgbare Mittel;Ist
1442;2016;40;3810;51408;###;A09;321;10000;0;0;10.000,00;0;10.000,00;773,45;1.138,00;0;8.862,00;773,45
1443;2016;40;3810;51408;0;A09;321;10000;0;0;10.000,00;0;10.000,00;773,45;1.138,00;0;8.862,00;773,45
1444;2016;40;3810;51701;###;A08;321;2550000;0;0;2.550.000,00;0;2.550.000,00;84.103,47;84.103,47;0;2.465.896,53;13.320,02
1445;2016;40;3810;51701;0;A08;321;2550000;0;0;2.550.000,00;0;2.550.000,00;2.868,84;2.868,84;0;2.547.131,16;2.868,84
1446;2016;40;3810;51701;104;A08;321;0;0;0;0;0;0;1.245,34;1.245,34;0;-1.245,34;1.245,34
1447;2016;40;3810;51701;120;A08;321;0;0;0;0;0;0;22.794,45;22.794,45;0;-22.794,45;0
1448;2016;40;3810;51701;121;A08;321;0;0;0;0;0;0;134;134;0;-134;134
1449;2016;40;3810;51701;122;A08;321;0;0;0;0;0;0;575,66;575,66;0;-575,66;51,66
1450;2016;40;3810;51701;123;A08;321;0;0;0;0;0;0;55.576,57;55.576,57;0;-55.576,57;8.111,57
1451;2016;40;3810;51701;127;A08;321;0;0;0;0;0;0;479,09;479,09;0;-479,09;479,09
1452;2016;40;3810;51701;129;A08;321;0;0;0;0;0;0;429,52;429,52;0;-429,52;429,52
1453;2016;40;3810;51900;###;A02;321;68000;0;0;68.000,00;0;68.000,00;169,63;9.204,07;0;58.795,93;169,63
1454;2016;40;3810;51900;0;A02;321;68000;0;-9.285,00;58.715,00;0;58.715,00;0;0;0;58.715,00;0
1455;2016;40;3810;51900;371;A02;321;0;0;9.285,00;9.285,00;0;9.285,00;169,63;9.204,07;0;80,93;169,63
1456;2016;40;3810;51905;###;A04;321;20000;0;0;20.000,00;-19.100,00;900;0;0;0;900;0
1457;2016;40;3810;51905;0;A04;321;20000;0;0;20.000,00;-19.100,00;900;0;0;0;900;0
1458;2016;40;3810;51910;###;A02;321;13000;0;0;13.000,00;0;13.000,00;248,61;831,71;0;12.168,29;248,61
1459;2016;40;3810;51910;0;A02;321;13000;0;0;13.000,00;0;13.000,00;248,61;831,71;0;12.168,29;248,61
1460;2016;40;3810;52103;###;A04;623;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1461;2016;40;3810;52103;0;A04;623;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1462;2016;40;3810;52109;###;A04;322;250000;0;0;250.000,00;0;250.000,00;0;29.521,95;0;220.478,05;0
1463;2016;40;3810;52109;0;A04;322;250000;0;0;250.000,00;0;250.000,00;0;29.521,95;0;220.478,05;0
1464;2016;40;3810;52110;###;A04;321;1850000;0;0;1.850.000,00;-359.900,00;1.490.100,00;6.026,96;147.826,36;0;1.342.273,64;6.012,68
1465;2016;40;3810;52110;0;A04;321;1850000;0;-350.000,00;1.500.000,00;-359.900,00;1.140.100,00;0;0;0;1.140.100,00;0
1466;2016;40;3810;52110;211;A04;321;0;0;50.000,00;50.000,00;0;50.000,00;0;0;0;50.000,00;0
1467;2016;40;3810;52110;212;A04;321;0;0;10.000,00;10.000,00;0;10.000,00;3.384,21;3.384,21;0;6.615,79;3.384,21
1468;2016;40;3810;52110;215;A04;321;0;0;50.000,00;50.000,00;0;50.000,00;1.613,19;47.403,03;0;2.596,97;1.613,19
1469;2016;40;3810;52110;217;A04;321;0;0;20.000,00;20.000,00;0;20.000,00;1.029,56;8.313,02;0;11.686,98;1.015,28
1470;2016;40;3810;52110;218;A04;321;0;0;100.000,00;100.000,00;0;100.000,00;0;0;0;100.000,00;0
1471;2016;40;3810;52110;220;A04;321;0;0;100.000,00;100.000,00;0;100.000,00;0;88.726,10;0;11.273,90;0
1472;2016;40;3810;52110;223;A04;321;0;0;20.000,00;20.000,00;0;20.000,00;0;0;0;20.000,00;0
1473;2016;40;3810;52190;###;A10;321;0;474.928,82;0;474.928,82;0;474.928,82;0;0;0;474.928,82;0
1474;2016;40;3810;52190;0;A10;321;0;474.928,82;0;474.928,82;0;474.928,82;0;0;0;474.928,82;0
1475;2016;40;3810;52501;###;A09;321;4000;0;0;4.000,00;0;4.000,00;0;0;0;4.000,00;0
1476;2016;40;3810;52501;0;A09;321;4000;0;0;4.000,00;0;4.000,00;0;0;0;4.000,00;0
1477;2016;40;3810;52610;###;A09;321;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1478;2016;40;3810;52610;0;A09;321;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1479;2016;40;3810;54010;###;A09;321;4000;0;0;4.000,00;0;4.000,00;0;0;0;4.000,00;0
1480;2016;40;3810;54010;0;A09;321;4000;0;0;4.000,00;0;4.000,00;0;0;0;4.000,00;0
1481;2016;40;3810;54079;###;A09;321;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1482;2016;40;3810;54079;0;A09;321;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1483;2016;40;3810;68102;###;Z10;321;5000;0;0;5.000,00;0;5.000,00;0;0;0;5.000,00;0
1484;2016;40;3810;68102;0;Z10;321;5000;0;0;5.000,00;0;5.000,00;0;0;0;5.000,00;0
1485;2016;40;3820;11152;###;E03;321;1200000;0;0;1.200.000,00;0;0;324.973,41;0;0;0;131.180,27
1486;2016;40;3820;11152;0;E03;321;1200000;0;0;1.200.000,00;0;0;830,11;0;0;0;3,38
1487;2016;40;3820;11152;101;E03;321;0;0;0;0;0;0;155.520,16;0;0;0;56.672,24
1488;2016;40;3820;11152;102;E03;321;0;0;0;0;0;0;115.233,51;0;0;0;40.778,65
1489;2016;40;3820;11152;111;E03;321;0;0;0;0;0;0;17.383,30;0;0;0;6.393,00
1490;2016;40;3820;11152;112;E03;321;0;0;0;0;0;0;36.006,33;0;0;0;27.333,00
1491;2016;40;3820;11979;###;E03;430;13000;0;0;13.000,00;0;0;66;0;0;0;0
1492;2016;40;3820;11979;0;E03;430;13000;0;0;13.000,00;0;0;0;0;0;0;0
1493;2016;40;3820;11979;101;E03;430;0;0;0;0;0;0;66;0;0;0;0
1494;2016;40;3820;42201;###;;430;69000;0;0;69.000,00;0;69.000,00;10.796,44;10.796,44;0;58.203,56;10.796,44
1495;2016;40;3820;42201;0;;430;69000;0;0;69.000,00;0;69.000,00;10.796,44;10.796,44;0;58.203,56;10.796,44
1496;2016;40;3820;42801;###;;430;1109000;0;0;1.109.000,00;0;1.109.000,00;86.452,05;86.452,05;0;1.022.547,95;86.452,05
1497;2016;40;3820;42801;0;;430;1109000;0;0;1.109.000,00;0;1.109.000,00;86.452,05;86.452,05;0;1.022.547,95;86.452,05
1498;2016;40;3820;44100;###;;430;1600;0;0;1.600,00;0;1.600,00;0;0;0;1.600,00;0
1499;2016;40;3820;44100;0;;430;1600;0;0;1.600,00;0;1.600,00;0;0;0;1.600,00;0
1500;2016;40;3820;51101;###;A09;430;2500;0;0;2.500,00;0;2.500,00;134,49;134,49;0;2.365,51;134,49
1501;2016;40;3820;51101;0;A09;430;2500;0;0;2.500,00;0;2.500,00;0;0;0;2.500,00;0
1502;2016;40;3820;51101;125;A09;430;0;0;0;0;0;0;134,49;134,49;0;-134,49;134,49
1503;2016;40;3820;51140;###;A05;430;10000;0;0;10.000,00;0;10.000,00;0;0;0;10.000,00;0
1504;2016;40;3820;51140;0;A05;430;10000;0;0;10.000,00;0;10.000,00;0;0;0;10.000,00;0
1505;2016;40;3820;51403;###;A09;430;25000;0;0;25.000,00;0;25.000,00;0;831,24;0;24.168,76;0
1506;2016;40;3820;51403;0;A09;430;25000;0;0;25.000,00;0;25.000,00;0;831,24;0;24.168,76;0
1507;2016;40;3820;51408;###;A09;430;2000;0;0;2.000,00;0;2.000,00;635,22;635,22;0;1.364,78;635,22
1508;2016;40;3820;51408;0;A09;430;2000;0;0;2.000,00;0;2.000,00;635,22;635,22;0;1.364,78;635,22
1509;2016;40;3820;51701;###;A08;430;200000;0;0;200.000,00;0;200.000,00;28.776,31;28.776,31;0;171.223,69;4.427,31
1510;2016;40;3820;51701;0;A08;430;200000;0;0;200.000,00;0;200.000,00;0;0;0;200.000,00;0
1511;2016;40;3820;51701;120;A08;430;0;0;0;0;0;0;2.700,00;2.700,00;0;-2.700,00;0
1512;2016;40;3820;51701;122;A08;430;0;0;0;0;0;0;3.924,00;3.924,00;0;-3.924,00;0
1513;2016;40;3820;51701;123;A08;430;0;0;0;0;0;0;18.537,00;18.537,00;0;-18.537,00;812
1514;2016;40;3820;51701;127;A08;430;0;0;0;0;0;0;515,18;515,18;0;-515,18;515,18
1515;2016;40;3820;51701;129;A08;430;0;0;0;0;0;0;3.100,13;3.100,13;0;-3.100,13;3.100,13
1516;2016;40;3820;51900;###;A02;430;26300;0;0;26.300,00;0;26.300,00;0;5.389,01;0;20.910,99;0
1517;2016;40;3820;51900;0;A02;430;26300;0;-5.400,00;20.900,00;0;20.900,00;0;0;0;20.900,00;0
1518;2016;40;3820;51900;371;A02;430;0;0;5.400,00;5.400,00;0;5.400,00;0;5.389,01;0;10,99;0
1519;2016;40;3820;51910;###;A02;430;5000;0;0;5.000,00;0;5.000,00;1.813,41;1.813,41;0;3.186,59;1.813,41
1520;2016;40;3820;51910;0;A02;430;5000;0;0;5.000,00;0;5.000,00;1.813,41;1.813,41;0;3.186,59;1.813,41
1521;2016;40;3820;52111;###;A04;430;50000;0;0;50.000,00;0;50.000,00;2.421,66;13.202,23;0;36.797,77;2.421,66
1522;2016;40;3820;52111;0;A04;430;50000;0;0;50.000,00;0;50.000,00;2.421,66;13.202,23;0;36.797,77;2.421,66
1523;2016;40;3820;52190;###;A10;430;0;105.527,56;0;105.527,56;0;105.527,56;0;0;0;105.527,56;0
1524;2016;40;3820;52190;0;A10;430;0;105.527,56;0;105.527,56;0;105.527,56;0;0;0;105.527,56;0
1525;2016;40;3900;11105;###;E03;219;1000;0;0;1.000,00;0;0;0;0;0;0;0
1526;2016;40;3900;11105;0;E03;219;1000;0;0;1.000,00;0;0;0;0;0;0;0
1527;2016;40;3900;11153;###;E03;219;1000;0;0;1.000,00;0;0;130;0;0;0;130
1528;2016;40;3900;11153;0;E03;219;1000;0;0;1.000,00;0;0;130;0;0;0;130
1529;2016;40;3900;12401;###;E01;219;0;0;0;0;0;0;351,56;0;0;0;0,63
1530;2016;40;3900;12401;0;E01;219;0;0;0;0;0;0;351,56;0;0;0;0,63
1531;2016;40;3900;28290;###;E01;219;0;0;0;0;0;0;528,76;0;0;0;528,76
1532;2016;40;3900;28290;0;E01;219;0;0;0;0;0;0;528,76;0;0;0;528,76
1533;2016;40;3900;41210;###;;219;2200;0;0;2.200,00;0;2.200,00;0;0;0;2.200,00;0
1534;2016;40;3900;41210;0;;219;2200;0;0;2.200,00;0;2.200,00;0;0;0;2.200,00;0
1535;2016;40;3900;42201;###;;219;2247000;0;0;2.247.000,00;0;2.247.000,00;315.422,04;315.422,04;0;1.931.577,96;315.422,04
1536;2016;40;3900;42201;0;;219;2247000;0;0;2.247.000,00;0;2.247.000,00;315.422,04;315.422,04;0;1.931.577,96;315.422,04
1537;2016;40;3900;42801;###;;219;4235000;0;0;4.235.000,00;0;4.235.000,00;301.562,87;301.562,87;0;3.933.437,13;301.562,87
1538;2016;40;3900;42801;0;;219;4235000;0;0;4.235.000,00;0;4.235.000,00;301.562,87;301.562,87;0;3.933.437,13;301.562,87
1539;2016;40;3900;42811;###;;219;44900;0;0;44.900,00;0;44.900,00;6.402,11;6.402,11;0;38.497,89;6.402,11
1540;2016;40;3900;42811;0;;219;44900;0;0;44.900,00;0;44.900,00;6.402,11;6.402,11;0;38.497,89;6.402,11
1541;2016;40;3900;44100;###;;219;130000;0;0;130.000,00;0;130.000,00;7.793,61;7.793,61;0;122.206,39;7.589,20
1542;2016;40;3900;44100;0;;219;130000;0;0;130.000,00;0;130.000,00;7.793,61;7.793,61;0;122.206,39;7.589,20
1543;2016;40;3900;51101;###;A09;219;8000;0;0;8.000,00;0;8.000,00;860,36;860,36;0;7.139,64;860,36
1544;2016;40;3900;51101;0;A09;219;8000;0;0;8.000,00;0;8.000,00;860,36;860,36;0;7.139,64;860,36
1545;2016;40;3900;51140;###;A05;219;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
1546;2016;40;3900;51140;0;A05;219;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
1547;2016;40;3900;51790;###;A10;219;0;0;528,76;528,76;0;528,76;528,76;528,76;0;0;528,76
1548;2016;40;3900;51790;0;A10;219;0;0;528,76;528,76;0;528,76;528,76;528,76;0;0;528,76
1549;2016;40;3900;52501;###;A09;219;15000;0;0;15.000,00;0;15.000,00;1.215,00;1.675,00;0;13.325,00;1.215,00
1550;2016;40;3900;52501;0;A09;219;15000;0;0;15.000,00;0;15.000,00;1.215,00;1.675,00;0;13.325,00;1.215,00
1551;2016;40;3900;54008;###;A09;45;6000;0;0;6.000,00;0;6.000,00;0;0;0;6.000,00;0
1552;2016;40;3900;54008;0;A09;45;6000;0;0;6.000,00;0;6.000,00;0;0;0;6.000,00;0
1553;2016;40;3910;11921;###;E03;236;2900;0;0;2.900,00;0;0;400,7;0;0;0;100,7
1554;2016;40;3910;11921;0;E03;236;2900;0;0;2.900,00;0;0;400,7;0;0;0;100,7
1555;2016;40;3910;28290;###;E01;285;0;0;0;0;0;0;7.291,50;0;0;0;3.595,75
1556;2016;40;3910;28290;0;E01;285;0;0;0;0;0;0;7.291,50;0;0;0;3.595,75
1557;2016;40;3910;52601;###;A09;219;22000;0;0;22.000,00;0;22.000,00;939,27;939,27;0;21.060,73;939,27
1558;2016;40;3910;52601;0;A09;219;22000;0;0;22.000,00;0;22.000,00;939,27;939,27;0;21.060,73;939,27
1559;2016;40;3910;54010;###;A09;219;20000;0;0;20.000,00;0;20.000,00;1.465,12;1.465,12;0;18.534,88;1.465,12
1560;2016;40;3910;54010;0;A09;219;20000;0;0;20.000,00;0;20.000,00;1.465,12;1.465,12;0;18.534,88;1.465,12
1561;2016;40;3910;54690;###;A10;290;0;995;0;995;0;995;0;0;0;995;0
1562;2016;40;3910;54690;0;A10;290;0;995;0;995;0;995;0;0;0;995;0
1563;2016;40;3910;68190;###;Z10;285;0;0;3.595,75;3.595,75;0;3.595,75;0;0;0;3.595,75;0
1564;2016;40;3910;68190;0;Z10;285;0;0;3.595,75;3.595,75;0;3.595,75;0;0;0;3.595,75;0
1565;2016;40;3910;68406;###;T;235;137000;0;13.650,00;150.650,00;0;150.650,00;30.109,00;30.109,00;0;120.541,00;21.100,00
1566;2016;40;3910;68406;0;T;235;137000;0;-127.000,00;10.000,00;0;10.000,00;0;0;0;10.000,00;0
1567;2016;40;3910;68406;200;T;235;0;0;47.000,00;47.000,00;0;47.000,00;7.800,00;7.800,00;0;39.200,00;7.800,00
1568;2016;40;3910;68406;201;T;235;0;0;30.000,00;30.000,00;0;30.000,00;5.000,00;5.000,00;0;25.000,00;5.000,00
1569;2016;40;3910;68406;202;T;235;0;0;50.000,00;50.000,00;0;50.000,00;8.300,00;8.300,00;0;41.700,00;8.300,00
1570;2016;40;3910;68406;204;T;235;0;0;13.650,00;13.650,00;0;13.650,00;9.009,00;9.009,00;0;4.641,00;0
1571;2016;40;3910;68420;###;T;236;659000;0;0;659.000,00;0;659.000,00;110.000,00;110.000,00;0;549.000,00;110.000,00
1572;2016;40;3910;68420;0;T;236;659000;0;0;659.000,00;0;659.000,00;110.000,00;110.000,00;0;549.000,00;110.000,00
1573;2016;40;3910;68432;###;T;285;2500;0;0;2.500,00;0;2.500,00;0;0;0;2.500,00;0
1574;2016;40;3910;68432;0;T;285;2500;0;0;2.500,00;0;2.500,00;0;0;0;2.500,00;0
1575;2016;40;3910;68447;###;T;285;205000;0;0;205.000,00;0;205.000,00;24.700,00;24.700,00;0;180.300,00;24.700,00
1576;2016;40;3910;68447;0;T;285;205000;0;-171.481,00;33.519,00;0;33.519,00;0;0;0;33.519,00;0
1577;2016;40;3910;68447;200;T;285;0;0;49.300,00;49.300,00;0;49.300,00;8.200,00;8.200,00;0;41.100,00;8.200,00
1578;2016;40;3910;68447;201;T;285;0;0;23.181,00;23.181,00;0;23.181,00;0;0;0;23.181,00;0
1579;2016;40;3910;68447;202;T;285;0;0;99.000,00;99.000,00;0;99.000,00;16.500,00;16.500,00;0;82.500,00;16.500,00
1580;2016;40;3910;68448;###;T;236;728000;0;0;728.000,00;0;728.000,00;85.500,00;85.500,00;0;642.500,00;85.500,00
1581;2016;40;3910;68448;0;T;236;728000;0;-647.000,00;81.000,00;0;81.000,00;0;0;0;81.000,00;0
1582;2016;40;3910;68448;201;T;236;0;0;67.900,00;67.900,00;0;67.900,00;11.000,00;11.000,00;0;56.900,00;11.000,00
1583;2016;40;3910;68448;202;T;236;0;0;75.000,00;75.000,00;0;75.000,00;12.500,00;12.500,00;0;62.500,00;12.500,00
1584;2016;40;3910;68448;203;T;236;0;0;75.000,00;75.000,00;0;75.000,00;4.900,00;4.900,00;0;70.100,00;4.900,00
1585;2016;40;3910;68448;204;T;236;0;0;52.900,00;52.900,00;0;52.900,00;8.800,00;8.800,00;0;44.100,00;8.800,00
1586;2016;40;3910;68448;205;T;236;0;0;38.000,00;38.000,00;0;38.000,00;6.300,00;6.300,00;0;31.700,00;6.300,00
1587;2016;40;3910;68448;206;T;236;0;0;75.000,00;75.000,00;0;75.000,00;12.500,00;12.500,00;0;62.500,00;12.500,00
1588;2016;40;3910;68448;207;T;236;0;0;85.000,00;85.000,00;0;85.000,00;13.200,00;13.200,00;0;71.800,00;13.200,00
1589;2016;40;3910;68448;208;T;236;0;0;23.200,00;23.200,00;0;23.200,00;3.800,00;3.800,00;0;19.400,00;3.800,00
1590;2016;40;3910;68448;209;T;236;0;0;75.000,00;75.000,00;0;75.000,00;12.500,00;12.500,00;0;62.500,00;12.500,00
1591;2016;40;3910;68448;210;T;236;0;0;80.000,00;80.000,00;0;80.000,00;0;0;0;80.000,00;0
1592;2016;40;3911;11201;###;E03;219;6000;0;0;6.000,00;0;0;55.763,41;0;0;0;729,42
1593;2016;40;3911;11201;0;E03;219;6000;0;0;6.000,00;0;0;0;0;0;0;0
1594;2016;40;3911;11201;171;E03;219;0;0;0;0;0;0;47.900,72;0;0;0;704,42
1595;2016;40;3911;11201;172;E03;219;0;0;0;0;0;0;7.862,69;0;0;0;25
1596;2016;40;3911;11936;###;E04;285;164000;0;0;164.000,00;0;0;132.992,10;0;0;0;33.462,98
1597;2016;40;3911;11936;0;E04;285;164000;0;0;164.000,00;0;0;0;0;0;0;0
1598;2016;40;3911;11936;111;E04;285;0;0;0;0;0;0;0;0;0;0;0
1599;2016;40;3911;11936;151;E04;285;0;0;0;0;0;0;31.507,37;0;0;0;5.948,85
1600;2016;40;3911;11936;152;E04;285;0;0;0;0;0;0;33.127,16;0;0;0;2.527,64
1601;2016;40;3911;11936;153;E04;285;0;0;0;0;0;0;26.863,51;0;0;0;6.247,78
1602;2016;40;3911;11936;154;E04;285;0;0;0;0;0;0;16.326,29;0;0;0;6.435,72
1603;2016;40;3911;11936;156;E04;285;0;0;0;0;0;0;4.471,55;0;0;0;29,57
1604;2016;40;3911;11936;157;E04;285;0;0;0;0;0;0;7.396,10;0;0;0;3.796,12
1605;2016;40;3911;11936;159;E04;285;0;0;0;0;0;0;13.300,12;0;0;0;8.477,30
1606;2016;40;3911;11940;###;E04;290;6000;0;0;6.000,00;0;0;8.161,16;0;0;0;2.482,55
1607;2016;40;3911;11940;0;E04;290;6000;0;0;6.000,00;0;0;8.161,16;0;0;0;2.482,55
1608;2016;40;3911;16210;###;E03;285;1000;0;0;1.000,00;0;0;19,37;0;0;0;19,37
1609;2016;40;3911;16210;0;E03;285;1000;0;0;1.000,00;0;0;0;0;0;0;0
1610;2016;40;3911;16210;159;E03;285;0;0;0;0;0;0;19,37;0;0;0;19,37
1611;2016;40;3911;16212;###;E04;285;1000;0;0;1.000,00;0;0;32,19;0;0;0;32,19
1612;2016;40;3911;16212;0;E04;285;1000;0;0;1.000,00;0;0;0;0;0;0;0
1613;2016;40;3911;16212;151;E04;285;0;0;0;0;0;0;4,95;0;0;0;4,95
1614;2016;40;3911;16212;152;E04;285;0;0;0;0;0;0;27,24;0;0;0;27,24
1615;2016;40;3911;18212;###;E04;285;130000;0;0;130.000,00;0;0;2.741.093,73;0;0;0;7.330,90
1616;2016;40;3911;18212;0;E04;285;130000;0;0;130.000,00;0;0;0;0;0;0;0
1617;2016;40;3911;18212;151;E04;285;0;0;0;0;0;0;440.068,48;0;0;0;3.330,16
1618;2016;40;3911;18212;152;E04;285;0;0;0;0;0;0;2.254.511,03;0;0;0;3.960,74
1619;2016;40;3911;18212;153;E04;285;0;0;0;0;0;0;2.319,07;0;0;0;0
1620;2016;40;3911;18212;154;E04;285;0;0;0;0;0;0;36.603,61;0;0;0;30
1621;2016;40;3911;18212;156;E04;285;0;0;0;0;0;0;5.269,51;0;0;0;10
1622;2016;40;3911;18212;159;E04;285;0;0;0;0;0;0;2.322,03;0;0;0;0
1623;2016;40;3911;23133;###;E04;282;23644000;0;0;23.644.000,00;0;0;0;0;0;0;0
1624;2016;40;3911;23133;0;E04;282;23644000;0;0;23.644.000,00;0;0;0;0;0;0;0
1625;2016;40;3911;23602;###;E04;285;120000;0;0;120.000,00;0;0;48.207,75;0;0;0;10.853,40
1626;2016;40;3911;23602;0;E04;285;120000;0;0;120.000,00;0;0;0;0;0;0;0
1627;2016;40;3911;23602;151;E04;285;0;0;0;0;0;0;19.308,88;0;0;0;3.066,70
1628;2016;40;3911;23602;152;E04;285;0;0;0;0;0;0;25.502,08;0;0;0;5.868,37
1629;2016;40;3911;23602;159;E04;285;0;0;0;0;0;0;3.396,79;0;0;0;1.918,33
1630;2016;40;3911;28112;###;E04;285;25000;0;0;25.000,00;0;0;820.170,20;0;0;0;4.601,03
1631;2016;40;3911;28112;0;E04;285;25000;0;0;25.000,00;0;0;0;0;0;0;0
1632;2016;40;3911;28112;151;E04;285;0;0;0;0;0;0;2.637,87;0;0;0;53,5
1633;2016;40;3911;28112;152;E04;285;0;0;0;0;0;0;726.276,35;0;0;0;1.539,25
1634;2016;40;3911;28112;153;E04;285;0;0;0;0;0;0;73.679,10;0;0;0;35
1635;2016;40;3911;28112;156;E04;285;0;0;0;0;0;0;17.576,88;0;0;0;2.973,28
1636;2016;40;3911;28113;###;E04;285;280000;0;0;280.000,00;0;0;727.876,62;0;0;0;26.724,57
1637;2016;40;3911;28113;0;E04;285;280000;0;0;280.000,00;0;0;0;0;0;0;0
1638;2016;40;3911;28113;152;E04;285;0;0;0;0;0;0;348.664,74;0;0;0;4.674,06
1639;2016;40;3911;28113;153;E04;285;0;0;0;0;0;0;94.274,86;0;0;0;7.919,66
1640;2016;40;3911;28113;154;E04;285;0;0;0;0;0;0;284.047,34;0;0;0;14.099,79
1641;2016;40;3911;28113;156;E04;285;0;0;0;0;0;0;889,68;0;0;0;31,06
1642;2016;40;3911;28120;###;E04;285;45000;0;0;45.000,00;0;0;23.442,78;0;0;0;660
1643;2016;40;3911;28120;0;E04;285;45000;0;0;45.000,00;0;0;0;0;0;0;0
1644;2016;40;3911;28120;151;E04;285;0;0;0;0;0;0;16.232,90;0;0;0;516
1645;2016;40;3911;28120;152;E04;285;0;0;0;0;0;0;6.835,88;0;0;0;144
1646;2016;40;3911;28120;159;E04;285;0;0;0;0;0;0;374;0;0;0;0
1647;2016;40;3911;28122;###;E04;285;260000;0;0;260.000,00;0;0;169.523,89;0;0;0;43.377,11
1648;2016;40;3911;28122;0;E04;285;260000;0;0;260.000,00;0;0;0;0;0;0;0
1649;2016;40;3911;28122;151;E04;285;0;0;0;0;0;0;17.384,62;0;0;0;1.135,52
1650;2016;40;3911;28122;152;E04;285;0;0;0;0;0;0;47.579,17;0;0;0;217,83
1651;2016;40;3911;28122;153;E04;285;0;0;0;0;0;0;47.437,40;0;0;0;12.742,43
1652;2016;40;3911;28122;154;E04;285;0;0;0;0;0;0;55.922,70;0;0;0;29.181,33
1653;2016;40;3911;28122;156;E04;285;0;0;0;0;0;0;200;0;0;0;100
1654;2016;40;3911;28122;159;E04;285;0;0;0;0;0;0;1.000,00;0;0;0;0
1655;2016;40;3911;28123;###;E04;285;1000;0;0;1.000,00;0;0;16.375,92;0;0;0;0
1656;2016;40;3911;28123;0;E04;285;1000;0;0;1.000,00;0;0;0;0;0;0;0
1657;2016;40;3911;28123;152;E04;285;0;0;0;0;0;0;16.375,92;0;0;0;0
1658;2016;40;3911;28125;###;E04;285;1000;0;0;1.000,00;0;0;192,43;0;0;0;192,43
1659;2016;40;3911;28125;0;E04;285;1000;0;0;1.000,00;0;0;0;0;0;0;0
1660;2016;40;3911;28125;151;E04;285;0;0;0;0;0;0;192,43;0;0;0;192,43
1661;2016;40;3911;28135;###;E04;284;55000;0;0;55.000,00;0;0;24.836,16;0;0;0;4.637,13
1662;2016;40;3911;28135;0;E04;284;55000;0;0;55.000,00;0;0;24.836,16;0;0;0;4.637,13
1663;2016;40;3911;63601;###;T;219;113000;0;0;113.000,00;0;113.000,00;6.704,92;6.704,92;0;106.295,08;6.704,92
1664;2016;40;3911;63601;0;T;219;113000;0;0;113.000,00;0;113.000,00;6.704,92;6.704,92;0;106.295,08;6.704,92
1665;2016;40;3911;63615;###;T;285;1000000;0;0;1.000.000,00;0;1.000.000,00;72.127,83;72.127,83;0;927.872,17;72.127,83
1666;2016;40;3911;63615;0;T;285;1000000;0;0;1.000.000,00;0;1.000.000,00;72.127,83;72.127,83;0;927.872,17;72.127,83
1667;2016;40;3911;63635;###;T;285;380000;0;0;380.000,00;0;380.000,00;46.456,50;46.456,50;0;333.543,50;46.456,50
1668;2016;40;3911;63635;0;T;285;380000;0;0;380.000,00;0;380.000,00;46.456,50;46.456,50;0;333.543,50;46.456,50
1669;2016;40;3911;63655;###;T;285;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1670;2016;40;3911;63655;0;T;285;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1671;2016;40;3911;63665;###;T;219;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1672;2016;40;3911;63665;0;T;219;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1673;2016;40;3911;67113;###;T;285;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1674;2016;40;3911;67113;0;T;285;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1675;2016;40;3911;67114;###;T;285;1000;0;0;1.000,00;0;1.000,00;12,94;12,94;0;987,06;12,94
1676;2016;40;3911;67114;0;T;285;1000;0;0;1.000,00;0;1.000,00;12,94;12,94;0;987,06;12,94
1677;2016;40;3911;67117;###;T;285;3000;0;0;3.000,00;0;3.000,00;879,29;879,29;0;2.120,71;879,29
1678;2016;40;3911;67117;0;T;285;3000;0;0;3.000,00;0;3.000,00;879,29;879,29;0;2.120,71;879,29
1679;2016;40;3911;67124;###;T;285;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1680;2016;40;3911;67124;0;T;285;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
1681;2016;40;3911;67126;###;T;283;18077000;0;0;18.077.000,00;0;18.077.000,00;1.581.008,26;1.581.008,26;0;16.495.991,74;1.580.966,75
1682;2016;40;3911;67126;0;T;283;18077000;0;0;18.077.000,00;0;18.077.000,00;0;0;0;18.077.000,00;0
