Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
604;2015;40;3500;11979;103;E03;043;0;0,00;0,00;0,00;0,00;0,00;545,60;0,00;0;0,00;545,60
605;2015;40;3500;42201;###;;043;472000;0,00;0,00;472.000,00;0,00;472.000,00;433.991,39;433.991,39;0;38.008,61;433.991,39
606;2015;40;3500;42201;000;;043;472000;0,00;0,00;472.000,00;0,00;472.000,00;433.991,39;433.991,39;0;38.008,61;433.991,39
607;2015;40;3500;42801;###;;043;1439000;0,00;0,00;1.439.000,00;0,00;1.439.000,00;1.350.582,85;1.350.582,85;0;88.417,15;1.350.582,85
608;2015;40;3500;42801;000;;043;1439000;0,00;0,00;1.439.000,00;0,00;1.439.000,00;1.350.582,85;1.350.582,85;0;88.417,15;1.350.582,85
609;2015;40;3500;42811;###;;043;0;0,00;0,00;0,00;0,00;0,00;23.876,51;23.876,51;0;-23.876,51;23.876,51
610;2015;40;3500;42811;000;;043;0;0,00;0,00;0,00;0,00;0,00;23.876,51;23.876,51;0;-23.876,51;23.876,51
611;2015;40;3500;44100;###;;043;29700;0,00;0,00;29.700,00;0,00;29.700,00;10.704,20;10.704,20;0;18.995,80;10.704,20
612;2015;40;3500;44100;000;;043;29700;0,00;0,00;29.700,00;0,00;29.700,00;10.704,20;10.704,20;0;18.995,80;10.704,20
613;2015;40;3500;51101;###;A09;043;1024000;0,00;350.000,00;1.374.000,00;0,00;1.374.000,00;1.253.420,16;1.253.420,16;0;120.579,84;1.253.420,16
614;2015;40;3500;51101;000;A09;043;1024000;0,00;350.000,00;1.374.000,00;0,00;1.374.000,00;1.253.420,16;1.253.420,16;0;120.579,84;1.253.420,16
615;2015;40;3500;52501;###;A09;043;2000;0,00;0,00;2.000,00;0,00;2.000,00;1.290,00;1.290,00;0;710,00;1.290,00
616;2015;40;3500;52501;000;A09;043;2000;0,00;0,00;2.000,00;0,00;2.000,00;1.290,00;1.290,00;0;710,00;1.290,00
617;2015;40;3500;54010;###;A09;043;30000;0,00;-895,36;29.104,64;0,00;29.104,64;18.581,03;26.581,03;0;2.523,61;18.404,03
618;2015;40;3500;54010;000;A09;043;30000;0,00;-895,36;29.104,64;0,00;29.104,64;18.581,03;26.581,03;0;2.523,61;18.404,03
619;2015;40;3500;54079;###;A09;043;1000;0,00;0,00;1.000,00;0,00;1.000,00;609,55;609,55;0;390,45;609,55
620;2015;40;3500;54079;000;A09;043;1000;0,00;0,00;1.000,00;0,00;1.000,00;609,55;609,55;0;390,45;609,55
621;2015;40;3500;63107;###;T;043;60000;0,00;0,00;60.000,00;0,00;60.000,00;50.031,28;50.031,28;0;9.968,72;50.031,28
622;2015;40;3500;63107;000;T;043;60000;0,00;0,00;60.000,00;0,00;60.000,00;50.031,28;50.031,28;0;9.968,72;50.031,28
623;2015;40;3501;11105;###;E03;012;171000;0,00;0,00;171.000,00;0,00;0,00;184.519,21;0,00;0;0,00;184.509,21
624;2015;40;3501;11105;000;E03;012;171000;0,00;0,00;171.000,00;0,00;0,00;184.519,21;0,00;0;0,00;184.509,21
625;2015;40;3501;11152;###;E03;012;0;0,00;0,00;0,00;0,00;0,00;3.919,00;0,00;0;0,00;3.919,00
626;2015;40;3501;11152;000;E03;012;0;0,00;0,00;0,00;0,00;0,00;3.919,00;0,00;0;0,00;3.919,00
627;2015;40;3501;11153;###;E03;012;30000;0,00;0,00;30.000,00;0,00;0,00;44.904,23;0,00;0;0,00;44.712,50
628;2015;40;3501;11153;000;E03;012;30000;0,00;0,00;30.000,00;0,00;0,00;44.904,23;0,00;0;0,00;44.712,50
629;2015;40;3501;12511;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
630;2015;40;3501;12511;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
631;2015;40;3501;42201;###;;012;295000;0,00;0,00;295.000,00;0,00;295.000,00;335.628,16;335.628,16;0;-40.628,16;335.628,16
632;2015;40;3501;42201;000;;012;295000;0,00;0,00;295.000,00;0,00;295.000,00;335.628,16;335.628,16;0;-40.628,16;335.628,16
633;2015;40;3501;42801;###;;012;78500;0,00;0,00;78.500,00;0,00;78.500,00;73.427,17;73.427,17;0;5.072,83;73.427,17
634;2015;40;3501;42801;000;;012;78500;0,00;0,00;78.500,00;0,00;78.500,00;73.427,17;73.427,17;0;5.072,83;73.427,17
635;2015;40;3501;44100;###;;012;20300;0,00;0,00;20.300,00;0,00;20.300,00;25.002,47;25.002,47;0;-4.702,47;25.002,47
636;2015;40;3501;44100;000;;012;20300;0,00;0,00;20.300,00;0,00;20.300,00;25.002,47;25.002,47;0;-4.702,47;25.002,47
637;2015;40;3501;51101;###;A09;012;8000;0,00;0,00;8.000,00;0,00;8.000,00;3.173,92;3.173,92;0;4.826,08;3.173,92
638;2015;40;3501;51101;000;A09;012;8000;0,00;0,00;8.000,00;0,00;8.000,00;3.173,92;3.173,92;0;4.826,08;3.173,92
639;2015;40;3501;54060;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
640;2015;40;3501;54060;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
641;2015;40;3501;54079;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
642;2015;40;3501;54079;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
643;2015;40;3502;11105;###;E03;419;1000;0,00;0,00;1.000,00;0,00;0,00;2.287,50;0,00;0;0,00;2.123,50
644;2015;40;3502;11105;000;E03;419;1000;0,00;0,00;1.000,00;0,00;0,00;2.264,50;0,00;0;0,00;2.100,50
645;2015;40;3502;11105;130;E03;419;0;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0;0,00;23,00
646;2015;40;3502;11142;###;E03;411;1000;0,00;0,00;1.000,00;0,00;0,00;251.723,85;0,00;0;0,00;603,00
647;2015;40;3502;11142;000;E03;411;1000;0,00;0,00;1.000,00;0,00;0,00;251.723,85;0,00;0;0,00;603,00
648;2015;40;3502;11201;###;E03;419;1000;0,00;0,00;1.000,00;0,00;0,00;47.699,55;0,00;0;0,00;29,75
649;2015;40;3502;11201;000;E03;419;1000;0,00;0,00;1.000,00;0,00;0,00;47.699,55;0,00;0;0,00;29,75
650;2015;40;3502;11934;###;E03;419;1000;0,00;0,00;1.000,00;0,00;0,00;240.889,62;0,00;0;0,00;97.504,95
651;2015;40;3502;11934;000;E03;419;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
652;2015;40;3502;11934;150;E03;419;0;0,00;0,00;0,00;0,00;0,00;568,51;0,00;0;0,00;168,51
653;2015;40;3502;11934;200;E03;419;0;0,00;0,00;0,00;0,00;0,00;240.321,11;0,00;0;0,00;97.336,44
654;2015;40;3502;23130;###;E04;233;2188000;0,00;0,00;2.188.000,00;0,00;0,00;-2.154,29;0,00;0;0,00;-2.154,29
655;2015;40;3502;23130;000;E04;233;2188000;0,00;0,00;2.188.000,00;0,00;0,00;-2.154,29;0,00;0;0,00;-2.154,29
656;2015;40;3502;23601;###;E01;419;0;0,00;0,00;0,00;0,00;0,00;30.122,65;0,00;0;0,00;28.110,59
657;2015;40;3502;23601;000;E01;419;0;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0;0,00;0,02
658;2015;40;3502;23601;200;E01;419;0;0,00;0,00;0,00;0,00;0,00;30.122,63;0,00;0;0,00;28.110,57
659;2015;40;3502;42201;###;;419;113000;0,00;0,00;113.000,00;0,00;113.000,00;139.402,75;139.402,75;0;-26.402,75;139.402,75
660;2015;40;3502;42201;000;;419;113000;0,00;0,00;113.000,00;0,00;113.000,00;139.402,75;139.402,75;0;-26.402,75;139.402,75
661;2015;40;3502;42801;###;;419;747000;0,00;0,00;747.000,00;0,00;747.000,00;869.337,43;869.337,43;0;-122.337,43;869.337,43
662;2015;40;3502;42801;000;;419;747000;0,00;0,00;747.000,00;0,00;747.000,00;869.337,43;869.337,43;0;-122.337,43;869.337,43
663;2015;40;3502;42811;###;;419;0;0,00;0,00;0,00;0,00;0,00;6.136,31;6.136,31;0;-6.136,31;6.136,31
664;2015;40;3502;42811;000;;419;0;0,00;0,00;0,00;0,00;0,00;6.136,31;6.136,31;0;-6.136,31;6.136,31
665;2015;40;3502;44100;###;;419;10400;0,00;0,00;10.400,00;0,00;10.400,00;14.789,89;14.789,89;0;-4.389,89;14.693,53
666;2015;40;3502;44100;000;;419;10400;0,00;0,00;10.400,00;0,00;10.400,00;14.789,89;14.789,89;0;-4.389,89;14.693,53
667;2015;40;3502;51101;###;A09;419;1000;0,00;0,00;1.000,00;0,00;1.000,00;353,65;353,65;0;646,35;353,65
668;2015;40;3502;51101;000;A09;419;1000;0,00;0,00;1.000,00;0,00;1.000,00;353,65;353,65;0;646,35;353,65
669;2015;40;3502;52601;###;A09;419;1000;0,00;0,00;1.000,00;0,00;1.000,00;508,73;508,73;0;491,27;380,80
670;2015;40;3502;52601;000;A09;419;1000;0,00;0,00;1.000,00;0,00;1.000,00;508,73;508,73;0;491,27;380,80
671;2015;40;3502;54079;###;A09;419;1000;0,00;0,00;1.000,00;0,00;1.000,00;134,79;134,79;0;865,21;134,79
672;2015;40;3502;54079;000;A09;419;1000;0,00;0,00;1.000,00;0,00;1.000,00;134,79;134,79;0;865,21;134,79
673;2015;40;3502;68110;###;Z;233;4375000;0,00;0,00;4.375.000,00;0,00;4.375.000,00;2.096.348,81;2.096.348,81;0;2.278.651,19;1.940.975,81
674;2015;40;3502;68110;000;Z;233;4375000;0,00;0,00;4.375.000,00;0,00;4.375.000,00;2.096.348,81;2.096.348,81;0;2.278.651,19;1.940.975,81
675;2015;40;3502;68131;###;Z;233;60000;0,00;0,00;60.000,00;0,00;60.000,00;58.260,00;58.260,00;0;1.740,00;58.260,00
676;2015;40;3502;68131;000;Z;233;60000;0,00;0,00;60.000,00;0,00;60.000,00;0,00;0,00;0;60.000,00;0,00
677;2015;40;3502;68131;500;Z;233;0;0,00;0,00;0,00;0,00;0,00;58.260,00;58.260,00;0;-58.260,00;58.260,00
678;2015;40;3502;68164;###;Z;233;4000;0,00;0,00;4.000,00;0,00;4.000,00;1.297,71;1.297,71;0;2.702,29;1.292,21
679;2015;40;3502;68164;000;Z;233;4000;0,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0;4.000,00;0,00
680;2015;40;3502;68164;500;Z;233;0;0,00;0,00;0,00;0,00;0,00;1.297,71;1.297,71;0;-1.297,71;1.292,21
681;2015;40;3502;68172;###;T;233;60900;0,00;0,00;60.900,00;0,00;60.900,00;52.150,79;52.150,79;0;8.749,21;52.150,79
682;2015;40;3502;68172;000;T;233;60900;0,00;0,00;60.900,00;0,00;60.900,00;0,00;0,00;0;60.900,00;0,00
683;2015;40;3502;68172;500;T;233;0;0,00;0,00;0,00;0,00;0,00;52.150,79;52.150,79;0;-52.150,79;52.150,79
684;2015;40;3502;68178;###;T;233;2000;0,00;1.500,00;3.500,00;0,00;3.500,00;2.285,45;2.285,45;0;1.214,55;2.285,45
685;2015;40;3502;68178;000;T;233;2000;0,00;1.500,00;3.500,00;0,00;3.500,00;0,00;0,00;0;3.500,00;0,00
686;2015;40;3502;68178;500;T;233;0;0,00;0,00;0,00;0,00;0,00;2.285,45;2.285,45;0;-2.285,45;2.285,45
687;2015;40;3502;68183;###;T;233;20800;0,00;4.800,00;25.600,00;0,00;25.600,00;19.831,55;19.831,55;0;5.768,45;19.831,55
688;2015;40;3502;68183;000;T;233;20800;0,00;4.800,00;25.600,00;0,00;25.600,00;0,00;0,00;0;25.600,00;0,00
689;2015;40;3502;68183;500;T;233;0;0,00;0,00;0,00;0,00;0,00;19.831,55;19.831,55;0;-19.831,55;19.831,55
690;2015;40;3502;68186;###;T;233;0;0,00;5.000,00;5.000,00;0,00;5.000,00;900,95;900,95;0;4.099,05;900,95
691;2015;40;3502;68186;000;T;233;0;0,00;5.000,00;5.000,00;0,00;5.000,00;0,00;0,00;0;5.000,00;0,00
692;2015;40;3502;68186;500;T;233;0;0,00;0,00;0,00;0,00;0,00;900,95;900,95;0;-900,95;900,95
693;2015;40;3600;42801;###;;111;384000;0,00;0,00;384.000,00;0,00;384.000,00;366.920,22;366.920,22;0;17.079,78;366.920,22
694;2015;40;3600;42801;000;;111;384000;0,00;0,00;384.000,00;0,00;384.000,00;366.920,22;366.920,22;0;17.079,78;366.920,22
695;2015;40;3610;11120;###;E03;152;416000;0,00;9.100,00;425.100,00;0,00;0,00;400.758,15;0,00;0;0,00;398.932,37
696;2015;40;3610;11120;000;E03;152;416000;0,00;9.100,00;425.100,00;0,00;0,00;400.758,15;0,00;0;0,00;398.932,37
697;2015;40;3610;11190;###;E01;152;3000;0,00;0,00;3.000,00;0,00;0,00;19.180,78;0,00;0;0,00;19.180,78
698;2015;40;3610;11190;000;E01;152;3000;0,00;0,00;3.000,00;0,00;0,00;146,05;0,00;0;0,00;146,05
699;2015;40;3610;11190;100;E01;152;0;0,00;0,00;0,00;0,00;0,00;12.077,17;0,00;0;0,00;12.077,17
700;2015;40;3610;11190;101;E01;152;0;0,00;0,00;0,00;0,00;0,00;337,50;0,00;0;0,00;337,50
701;2015;40;3610;11190;102;E01;152;0;0,00;0,00;0,00;0,00;0,00;2.110,00;0,00;0;0,00;2.110,00
702;2015;40;3610;11190;103;E01;152;0;0,00;0,00;0,00;0,00;0,00;4.510,06;0,00;0;0,00;4.510,06
703;2015;40;3610;11194;###;E01;152;1000;0,00;0,00;1.000,00;0,00;0,00;8.520,00;0,00;0;0,00;8.520,00
704;2015;40;3610;11194;000;E01;152;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
705;2015;40;3610;11194;105;E01;152;0;0,00;0,00;0,00;0,00;0,00;8.520,00;0,00;0;0,00;8.520,00
706;2015;40;3610;11924;###;E02;152;1000;0,00;0,00;1.000,00;0,00;0,00;511,21;0,00;0;0,00;511,21
707;2015;40;3610;11924;000;E02;152;1000;0,00;0,00;1.000,00;0,00;0,00;511,21;0,00;0;0,00;511,21
708;2015;40;3610;12401;###;E01;152;1000;0,00;0,00;1.000,00;0,00;0,00;810,00;0,00;0;0,00;810,00
709;2015;40;3610;12401;000;E01;152;1000;0,00;0,00;1.000,00;0,00;0,00;810,00;0,00;0;0,00;810,00
710;2015;40;3610;28290;###;E01;152;3000;0,00;0,00;3.000,00;0,00;0,00;346.026,73;0,00;0;0,00;346.026,73
711;2015;40;3610;28290;000;E01;152;3000;0,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
712;2015;40;3610;28290;104;E01;152;0;0,00;0,00;0,00;0,00;0,00;6.555,24;0,00;0;0,00;6.555,24
713;2015;40;3610;28290;105;E01;152;0;0,00;0,00;0,00;0,00;0,00;339.471,49;0,00;0;0,00;339.471,49
714;2015;40;3610;42201;###;;152;220000;0,00;0,00;220.000,00;0,00;220.000,00;230.230,13;230.230,13;0;-10.230,13;230.230,13
715;2015;40;3610;42201;000;;152;220000;0,00;0,00;220.000,00;0,00;220.000,00;230.230,13;230.230,13;0;-10.230,13;230.230,13
716;2015;40;3610;42701;###;;152;729000;0,00;-9.000,00;720.000,00;-2.500,00;717.500,00;514.952,83;514.952,83;0;202.547,17;514.738,66
717;2015;40;3610;42701;000;;152;729000;0,00;-9.000,00;720.000,00;-2.500,00;717.500,00;495.989,55;495.989,55;0;221.510,45;495.775,38
718;2015;40;3610;42701;100;;152;0;0,00;0,00;0,00;0,00;0,00;4.063,30;4.063,30;0;-4.063,30;4.063,30
719;2015;40;3610;42701;102;;152;0;0,00;0,00;0,00;0,00;0,00;10.168,50;10.168,50;0;-10.168,50;10.168,50
720;2015;40;3610;42701;103;;152;0;0,00;0,00;0,00;0,00;0,00;4.731,48;4.731,48;0;-4.731,48;4.731,48
721;2015;40;3610;42790;###;;152;1000;96.644,18;294.615,94;392.260,12;0,00;392.260,12;202.643,15;202.643,15;0;189.616,97;202.643,15
722;2015;40;3610;42790;000;;152;1000;96.644,18;294.615,94;392.260,12;0,00;392.260,12;0,00;0,00;0;392.260,12;0,00
723;2015;40;3610;42790;104;;152;0;0,00;0,00;0,00;0,00;0,00;4.295,62;4.295,62;0;-4.295,62;4.295,62
724;2015;40;3610;42790;105;;152;0;0,00;0,00;0,00;0,00;0,00;198.347,53;198.347,53;0;-198.347,53;198.347,53
725;2015;40;3610;42791;###;;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
726;2015;40;3610;42791;000;;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
727;2015;40;3610;42794;###;;152;1000;22.648,30;8.520,00;32.168,30;0,00;32.168,30;16.809,03;16.809,03;0;15.359,27;16.809,03
728;2015;40;3610;42794;000;;152;1000;22.648,30;8.520,00;32.168,30;0,00;32.168,30;0,00;0,00;0;32.168,30;0,00
729;2015;40;3610;42794;105;;152;0;0,00;0,00;0,00;0,00;0,00;16.809,03;16.809,03;0;-16.809,03;16.809,03
730;2015;40;3610;42801;###;;152;247000;0,00;0,00;247.000,00;0,00;247.000,00;178.799,47;178.799,47;0;68.200,53;178.799,47
731;2015;40;3610;42801;000;;152;247000;0,00;0,00;247.000,00;0,00;247.000,00;178.799,47;178.799,47;0;68.200,53;178.799,47
732;2015;40;3610;44100;###;;152;13600;0,00;0,00;13.600,00;0,00;13.600,00;9.046,45;9.046,45;0;4.553,55;9.046,45
733;2015;40;3610;44100;000;;152;13600;0,00;0,00;13.600,00;0,00;13.600,00;9.046,45;9.046,45;0;4.553,55;9.046,45
734;2015;40;3610;51101;###;A09;152;3500;0,00;-1.000,00;2.500,00;0,00;2.500,00;1.338,79;1.338,79;0;1.161,21;1.338,79
735;2015;40;3610;51101;000;A09;152;3500;0,00;-2.100,00;1.400,00;0,00;1.400,00;298,04;298,04;0;1.101,96;298,04
736;2015;40;3610;51101;200;A09;152;0;0,00;1.100,00;1.100,00;0,00;1.100,00;1.040,75;1.040,75;0;59,25;1.040,75
737;2015;40;3610;51111;###;A09;152;1000;0,00;-600,00;400,00;0,00;400,00;299,60;299,60;0;100,40;299,60
738;2015;40;3610;51111;000;A09;152;1000;0,00;-600,00;400,00;0,00;400,00;299,60;299,60;0;100,40;299,60
739;2015;40;3610;51140;###;A05;152;6000;0,00;0,00;6.000,00;0,00;6.000,00;1.563,39;1.563,39;0;4.436,61;1.563,39
740;2015;40;3610;51140;000;A05;152;6000;0,00;-600,00;5.400,00;0,00;5.400,00;1.075,92;1.075,92;0;4.324,08;1.075,92
741;2015;40;3610;51140;350;A05;152;0;0,00;600,00;600,00;0,00;600,00;487,47;487,47;0;112,53;487,47
742;2015;40;3610;51143;###;A05;152;5000;0,00;0,00;5.000,00;0,00;5.000,00;29,49;29,49;0;4.970,51;29,49
743;2015;40;3610;51143;000;A05;152;5000;0,00;0,00;5.000,00;0,00;5.000,00;29,49;29,49;0;4.970,51;29,49
744;2015;40;3610;51190;###;A10;152;0;3.263,70;0,00;3.263,70;0,00;3.263,70;476,71;476,71;0;2.786,99;476,71
745;2015;40;3610;51190;000;A10;152;0;3.263,70;0,00;3.263,70;0,00;3.263,70;0,00;0,00;0;3.263,70;0,00
746;2015;40;3610;51190;105;A10;152;0;0,00;0,00;0,00;0,00;0,00;476,71;476,71;0;-476,71;476,71
747;2015;40;3610;51701;###;A08;152;134000;0,00;19.368,23;153.368,23;0,00;153.368,23;140.712,09;147.823,52;0;5.544,71;132.110,09
748;2015;40;3610;51701;000;A08;152;134000;0,00;-56.407,00;77.593,00;0,00;77.593,00;65.236,86;72.348,29;0;5.244,71;65.236,86
749;2015;40;3610;51701;369;A08;152;0;0,00;42.202,57;42.202,57;0,00;42.202,57;42.202,57;42.202,57;0;0,00;33.600,57
750;2015;40;3610;51701;370;A08;152;0;0,00;1.228,09;1.228,09;0,00;1.228,09;928,09;928,09;0;300,00;928,09
751;2015;40;3610;51701;371;A08;152;0;0,00;15.545,73;15.545,73;0,00;15.545,73;15.545,73;15.545,73;0;0,00;15.545,73
752;2015;40;3610;51701;373;A08;152;0;0,00;10.448,40;10.448,40;0,00;10.448,40;10.448,40;10.448,40;0;0,00;10.448,40
753;2015;40;3610;51701;375;A08;152;0;0,00;2.182,88;2.182,88;0,00;2.182,88;2.182,88;2.182,88;0;0,00;2.182,88
754;2015;40;3610;51701;376;A08;152;0;0,00;1.990,96;1.990,96;0,00;1.990,96;1.990,96;1.990,96;0;0,00;1.990,96
755;2015;40;3610;51701;378;A08;152;0;0,00;2.176,60;2.176,60;0,00;2.176,60;2.176,60;2.176,60;0;0,00;2.176,60
756;2015;40;3610;51730;###;A08;152;1600;0,00;0,00;1.600,00;0,00;1.600,00;0,00;0,00;0;1.600,00;0,00
757;2015;40;3610;51730;000;A08;152;1600;0,00;0,00;1.600,00;0,00;1.600,00;0,00;0,00;0;1.600,00;0,00
758;2015;40;3610;51790;###;A10;152;0;8.263,32;0,00;8.263,32;0,00;8.263,32;2.924,48;2.924,48;0;5.338,84;2.924,48
759;2015;40;3610;51790;000;A10;152;0;8.263,32;0,00;8.263,32;0,00;8.263,32;0,00;0,00;0;8.263,32;0,00
760;2015;40;3610;51790;105;A10;152;0;0,00;0,00;0,00;0,00;0,00;2.924,48;2.924,48;0;-2.924,48;2.924,48
761;2015;40;3610;51890;###;A10;152;1000;2.207,50;11.679,67;14.887,17;0,00;14.887,17;12.499,17;12.499,17;0;2.388,00;11.764,17
762;2015;40;3610;51890;000;A10;152;1000;2.207,50;11.679,67;14.887,17;0,00;14.887,17;0,00;0,00;0;14.887,17;0,00
763;2015;40;3610;51890;100;A10;152;0;0,00;0,00;0,00;0,00;0,00;12.077,17;12.077,17;0;-12.077,17;11.342,17
764;2015;40;3610;51890;101;A10;152;0;0,00;0,00;0,00;0,00;0,00;422,00;422,00;0;-422,00;422,00
765;2015;40;3610;51900;###;A02;152;50300;0,00;0,00;50.300,00;-9.000,00;41.300,00;16.094,49;31.908,93;0;9.391,07;16.094,49
766;2015;40;3610;51900;000;A02;152;50300;0,00;-41.300,00;9.000,00;-9.000,00;0,00;0,00;0,00;0;0,00;0,00
767;2015;40;3610;51900;350;A02;152;0;0,00;41.300,00;41.300,00;0,00;41.300,00;16.094,49;31.908,93;0;9.391,07;16.094,49
768;2015;40;3610;51910;###;A02;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;247,59;247,59;0;752,41;247,59
769;2015;40;3610;51910;000;A02;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;247,59;247,59;0;752,41;247,59
770;2015;40;3610;52509;###;A01;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;343,91;343,91;0;656,09;343,91
771;2015;40;3610;52509;000;A01;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;343,91;343,91;0;656,09;343,91
772;2015;40;3610;52592;###;A10;152;1000;13.791,46;420,88;15.212,34;0,00;15.212,34;8.936,94;9.328,94;0;5.883,40;8.322,36
773;2015;40;3610;52592;000;A10;152;1000;13.791,46;420,88;15.212,34;0,00;15.212,34;1.683,84;1.683,84;0;13.528,50;1.683,84
774;2015;40;3610;52592;104;A10;152;0;0,00;0,00;0,00;0,00;0,00;1.252,64;1.644,64;0;-1.644,64;1.252,64
775;2015;40;3610;52592;105;A10;152;0;0,00;0,00;0,00;0,00;0,00;6.000,46;6.000,46;0;-6.000,46;5.385,88
776;2015;40;3610;52593;###;A10;152;1000;7.162,56;6.620,06;14.782,62;0,00;14.782,62;324,87;324,87;0;14.457,75;324,87
777;2015;40;3610;52593;000;A10;152;1000;7.162,56;6.620,06;14.782,62;0,00;14.782,62;0,00;0,00;0;14.782,62;0,00
778;2015;40;3610;52593;102;A10;152;0;0,00;0,00;0,00;0,00;0,00;324,87;324,87;0;-324,87;324,87
779;2015;40;3610;53101;###;A09;152;2500;0,00;-2.333,40;166,60;0,00;166,60;165,25;165,25;0;1,35;165,25
780;2015;40;3610;53101;000;A09;152;2500;0,00;-2.333,40;166,60;0,00;166,60;165,25;165,25;0;1,35;165,25
781;2015;40;3610;53110;###;A09;152;21000;0,00;-6.700,00;14.300,00;0,00;14.300,00;11.943,66;11.943,67;0;2.356,33;11.943,66
782;2015;40;3610;53110;000;A09;152;21000;0,00;-6.700,00;14.300,00;0,00;14.300,00;11.943,66;11.943,67;0;2.356,33;11.943,66
783;2015;40;3610;54010;###;A09;152;2600;0,00;0,00;2.600,00;0,00;2.600,00;2.033,54;2.600,00;0;0,00;2.033,54
784;2015;40;3610;54010;000;A09;152;2600;0,00;0,00;2.600,00;0,00;2.600,00;2.033,54;2.600,00;0;0,00;2.033,54
785;2015;40;3610;54024;###;A09;152;3200;0,00;-551,00;2.649,00;0,00;2.649,00;2.113,51;2.113,51;0;535,49;2.113,51
786;2015;40;3610;54024;000;A09;152;3200;0,00;-551,00;2.649,00;0,00;2.649,00;2.113,51;2.113,51;0;535,49;2.113,51
787;2015;40;3610;54060;###;A09;152;4000;0,00;-3.000,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
788;2015;40;3610;54060;000;A09;152;4000;0,00;-3.000,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
789;2015;40;3610;54079;###;A09;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;770,88;944,88;0;55,12;770,88
790;2015;40;3610;54079;000;A09;152;1000;0,00;0,00;1.000,00;0,00;1.000,00;770,88;944,88;0;55,12;770,88
791;2015;40;3610;54690;###;A10;152;1000;3.561,88;6.674,02;11.235,90;0,00;11.235,90;5.226,79;5.226,79;0;6.009,11;5.226,79
792;2015;40;3610;54690;000;A10;152;1000;3.561,88;6.674,02;11.235,90;0,00;11.235,90;311,15;311,15;0;10.924,75;311,15
793;2015;40;3610;54690;105;A10;152;0;0,00;0,00;0,00;0,00;0,00;4.915,64;4.915,64;0;-4.915,64;4.915,64
794;2015;40;3620;11116;###;E03;185;7600;0,00;0,00;7.600,00;0,00;0,00;6.601,67;0,00;0;0,00;6.113,34
795;2015;40;3620;11116;000;E03;185;7600;0,00;0,00;7.600,00;0,00;0,00;6.601,67;0,00;0;0,00;6.113,34
796;2015;40;3620;11120;###;E03;185;6700;0,00;0,00;6.700,00;0,00;0,00;8.523,90;0,00;0;0,00;6.666,14
797;2015;40;3620;11120;000;E03;185;6700;0,00;0,00;6.700,00;0,00;0,00;8.523,90;0,00;0;0,00;6.666,14
798;2015;40;3620;11124;###;E03;185;518000;0,00;17.000,00;535.000,00;0,00;0,00;569.241,18;0,00;0;0,00;510.621,04
799;2015;40;3620;11124;000;E03;185;518000;0,00;17.000,00;535.000,00;0,00;0,00;569.241,18;0,00;0;0,00;510.621,04
800;2015;40;3620;11190;###;E01;185;0;0,00;0,00;0,00;0,00;0,00;23.351,63;0,00;0;0,00;16.485,43
801;2015;40;3620;11190;000;E01;185;0;0,00;0,00;0,00;0,00;0,00;23.351,63;0,00;0;0,00;16.485,43
802;2015;40;3620;11903;###;E03;185;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
803;2015;40;3620;11903;000;E03;185;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
804;2015;40;3620;11979;###;E03;185;1000;0,00;0,00;1.000,00;0,00;0,00;184,08;0,00;0;0,00;168,74
