Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
1;0000;00;0000;00000;;;;30112015;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2;2015;40;3100;11934;###;E03;012;1700;0,00;0,00;1.700,00;0,00;0,00;4.160,72;0,00;0;0,00;4.160,72
3;2015;40;3100;11934;000;E03;012;1700;0,00;0,00;1.700,00;0,00;0,00;4.160,72;0,00;0;0,00;4.160,72
4;2015;40;3100;28290;###;E01;012;0;0,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0;0,00;1.500,00
5;2015;40;3100;28290;101;E01;012;0;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0;0,00;500,00
6;2015;40;3100;28290;102;E01;012;0;0,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0;0,00;1.000,00
7;2015;40;3100;41201;###;;012;6800;0,00;0,00;6.800,00;0,00;6.800,00;6.000,00;6.000,00;0;800,00;6.000,00
8;2015;40;3100;41201;000;;012;6800;0,00;0,00;6.800,00;0,00;6.800,00;6.000,00;6.000,00;0;800,00;6.000,00
9;2015;40;3100;41202;###;;012;354000;0,00;127.296,50;481.296,50;0,00;481.296,50;435.396,00;435.416,00;0;45.880,50;435.396,00
10;2015;40;3100;41202;000;;012;354000;0,00;127.296,50;481.296,50;0,00;481.296,50;435.396,00;435.416,00;0;45.880,50;435.396,00
11;2015;40;3100;42801;###;;012;155000;0,00;0,00;155.000,00;0,00;155.000,00;155.297,79;155.297,79;0;-297,79;155.297,79
12;2015;40;3100;42801;000;;012;155000;0,00;0,00;155.000,00;0,00;155.000,00;155.297,79;155.297,79;0;-297,79;155.297,79
13;2015;40;3100;51801;###;A08;012;5000;0,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0;5.000,00;0,00
14;2015;40;3100;51801;000;A08;012;5000;0,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0;5.000,00;0,00
15;2015;40;3100;52906;###;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.010,13;2.010,13;0;989,87;2.010,13
16;2015;40;3100;52906;000;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.010,13;2.010,13;0;989,87;2.010,13
17;2015;40;3100;54010;###;A09;012;0;0,00;14.000,00;14.000,00;0,00;14.000,00;10.819,52;10.819,52;0;3.180,48;10.819,52
18;2015;40;3100;54010;000;A09;012;0;0,00;14.000,00;14.000,00;0,00;14.000,00;10.819,52;10.819,52;0;3.180,48;10.819,52
19;2015;40;3100;54079;###;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;1.428,06;1.428,06;0;571,94;1.428,06
20;2015;40;3100;54079;000;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;1.428,06;1.428,06;0;571,94;1.428,06
21;2015;40;3100;54690;###;A10;012;0;0,00;500,00;500,00;0,00;500,00;480,00;480,00;0;20,00;480,00
22;2015;40;3100;54690;000;A10;012;0;0,00;500,00;500,00;0,00;500,00;480,00;480,00;0;20,00;480,00
23;2015;40;3100;68123;###;T;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;39,68;39,68;0;2.460,32;39,68
24;2015;40;3100;68123;000;T;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;39,68;39,68;0;2.460,32;39,68
25;2015;40;3100;68401;###;Z;012;147000;0,00;72.408,43;219.408,43;0,00;219.408,43;211.679,83;211.679,83;0;7.728,60;211.679,83
26;2015;40;3100;68401;000;Z;012;147000;0,00;72.408,43;219.408,43;0,00;219.408,43;-125,44;-125,44;0;219.533,87;-125,44
27;2015;40;3100;68401;100;Z;012;0;0,00;0,00;0,00;0,00;0,00;107.805,27;107.805,27;0;-107.805,27;107.805,27
28;2015;40;3100;68401;101;Z;012;0;0,00;0,00;0,00;0,00;0,00;104.000,00;104.000,00;0;-104.000,00;104.000,00
29;2015;40;3300;11109;###;E03;012;1100;0,00;1.000,00;2.100,00;0,00;0,00;1.501,19;0,00;0;0,00;1.501,19
30;2015;40;3300;11109;000;E03;012;1100;0,00;1.000,00;2.100,00;0,00;0,00;1.501,19;0,00;0;0,00;1.501,19
31;2015;40;3300;11153;###;E03;012;3300;0,00;2.500,00;5.800,00;0,00;0,00;6.883,46;0,00;0;0,00;5.268,76
32;2015;40;3300;11153;000;E03;012;3300;0,00;2.500,00;5.800,00;0,00;0,00;6.883,46;0,00;0;0,00;5.268,76
33;2015;40;3300;11903;###;E03;012;7200;0,00;2.300,00;9.500,00;0,00;0,00;54.987,15;0,00;0;0,00;5.386,63
34;2015;40;3300;11903;000;E03;012;7200;0,00;2.300,00;9.500,00;0,00;0,00;54.987,15;0,00;0;0,00;5.386,63
35;2015;40;3300;11921;###;E03;012;7600;0,00;0,00;7.600,00;0,00;0,00;3.495,77;0,00;0;0,00;473,02
36;2015;40;3300;11921;000;E03;012;7600;0,00;0,00;7.600,00;0,00;0,00;3.495,77;0,00;0;0,00;473,02
37;2015;40;3300;11979;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;513,37;0,00;0;0,00;90,70
38;2015;40;3300;11979;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;513,37;0,00;0;0,00;90,70
39;2015;40;3300;28290;###;E01;012;0;0,00;0,00;0,00;0,00;0,00;112,00;0,00;0;0,00;112,00
40;2015;40;3300;28290;104;E01;012;0;0,00;0,00;0,00;0,00;0,00;112,00;0,00;0;0,00;112,00
41;2015;40;3300;41210;###;;012;3500;0,00;0,00;3.500,00;0,00;3.500,00;0,00;0,00;0;3.500,00;0,00
42;2015;40;3300;41210;000;;012;3500;0,00;0,00;3.500,00;0,00;3.500,00;0,00;0,00;0;3.500,00;0,00
43;2015;40;3300;42201;###;;012;827000;0,00;0,00;827.000,00;0,00;827.000,00;787.017,69;787.017,69;0;39.982,31;787.017,69
44;2015;40;3300;42201;000;;012;827000;0,00;0,00;827.000,00;0,00;827.000,00;787.017,69;787.017,69;0;39.982,31;787.017,69
45;2015;40;3300;42701;###;;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;1.679,50;1.679,50;0;820,50;1.679,50
46;2015;40;3300;42701;000;;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;1.679,50;1.679,50;0;820,50;1.679,50
47;2015;40;3300;42801;###;;012;737000;0,00;0,00;737.000,00;-85.000,00;652.000,00;569.783,12;569.783,12;0;82.216,88;569.783,12
48;2015;40;3300;42801;000;;012;737000;0,00;0,00;737.000,00;-85.000,00;652.000,00;569.783,12;569.783,12;0;82.216,88;569.783,12
49;2015;40;3300;42811;###;;012;0;0,00;0,00;0,00;0,00;0,00;21.509,69;21.509,69;0;-21.509,69;21.509,69
50;2015;40;3300;42811;000;;012;0;0,00;0,00;0,00;0,00;0,00;21.509,69;21.509,69;0;-21.509,69;21.509,69
51;2015;40;3300;42860;###;;012;0;0,00;49.120,00;49.120,00;0,00;49.120,00;41.578,07;41.578,07;0;7.541,93;41.578,07
52;2015;40;3300;42860;000;;012;0;0,00;49.120,00;49.120,00;0,00;49.120,00;41.578,07;41.578,07;0;7.541,93;41.578,07
53;2015;40;3300;44100;###;;012;40100;0,00;0,00;40.100,00;0,00;40.100,00;19.856,62;19.856,62;0;20.243,38;19.856,62
54;2015;40;3300;44100;000;;012;40100;0,00;0,00;40.100,00;0,00;40.100,00;19.856,62;19.856,62;0;20.243,38;19.856,62
55;2015;40;3300;51801;###;A08;012;1000;0,00;-741,03;258,97;0,00;258,97;0,00;0,00;0;258,97;0,00
56;2015;40;3300;51801;000;A08;012;1000;0,00;-741,03;258,97;0,00;258,97;0,00;0,00;0;258,97;0,00
57;2015;40;3300;52501;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
58;2015;40;3300;52501;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
59;2015;40;3300;52601;###;A09;012;45100;0,00;-2.000,00;43.100,00;0,00;43.100,00;30.198,63;30.198,63;0;12.901,37;25.502,18
60;2015;40;3300;52601;000;A09;012;45100;0,00;-2.000,00;43.100,00;0,00;43.100,00;30.198,63;30.198,63;0;12.901,37;25.502,18
61;2015;40;3300;52906;###;A09;012;25000;0,00;0,00;25.000,00;0,00;25.000,00;14.375,50;14.475,50;0;10.524,50;14.375,50
62;2015;40;3300;52906;000;A09;012;25000;0,00;-14.000,00;11.000,00;0,00;11.000,00;5.204,16;5.204,16;0;5.795,84;5.204,16
63;2015;40;3300;52906;200;A09;012;0;0,00;10.000,00;10.000,00;0,00;10.000,00;7.632,05;7.632,05;0;2.367,95;7.632,05
64;2015;40;3300;52906;352;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;36,91;36,91;0;963,09;36,91
65;2015;40;3300;52906;353;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;589,98;689,98;0;310,02;589,98
66;2015;40;3300;52906;354;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;817,24;817,24;0;182,76;817,24
67;2015;40;3300;52906;356;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;95,16;95,16;0;904,84;95,16
68;2015;40;3300;53101;###;A09;012;21400;0,00;45.000,00;66.400,00;0,00;66.400,00;20.687,55;20.687,55;0;45.712,45;20.687,55
69;2015;40;3300;53101;000;A09;012;21400;0,00;45.000,00;66.400,00;0,00;66.400,00;20.687,55;20.687,55;0;45.712,45;20.687,55
70;2015;40;3300;53190;###;A10;012;0;161,62;0,00;161,62;0,00;161,62;0,00;0,00;0;161,62;0,00
71;2015;40;3300;53190;000;A10;012;0;161,62;0,00;161,62;0,00;161,62;0,00;0,00;0;161,62;0,00
72;2015;40;3300;54053;###;A09;012;19000;0,00;0,00;19.000,00;0,00;19.000,00;13.208,53;13.208,53;0;5.791,47;13.208,53
73;2015;40;3300;54053;000;A09;012;19000;0,00;0,00;19.000,00;0,00;19.000,00;13.208,53;13.208,53;0;5.791,47;13.208,53
74;2015;40;3300;54079;###;A09;012;4300;0,00;-1.034,37;3.265,63;0,00;3.265,63;1.318,52;1.318,52;0;1.947,11;941,84
75;2015;40;3300;54079;000;A09;012;4300;0,00;-3.980,84;319,16;0,00;319,16;319,16;319,16;0;0,00;319,16
76;2015;40;3300;54079;200;A09;012;0;0,00;1.446,47;1.446,47;0,00;1.446,47;611,99;611,99;0;834,48;592,31
77;2015;40;3300;54079;201;A09;012;0;0,00;1.500,00;1.500,00;0,00;1.500,00;387,37;387,37;0;1.112,63;30,37
78;2015;40;3300;54690;###;A10;012;0;1.847,03;112,00;1.959,03;0,00;1.959,03;25,68;25,68;0;1.933,35;25,68
79;2015;40;3300;54690;000;A10;012;0;1.847,03;-1.847,03;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
80;2015;40;3300;54690;201;A10;012;0;0,00;1,61;1,61;0,00;1,61;0,00;0,00;0;1,61;0,00
81;2015;40;3300;54690;202;A10;012;0;0,00;167,31;167,31;0,00;167,31;25,68;25,68;0;141,63;25,68
82;2015;40;3300;54690;204;A10;012;0;0,00;1.790,11;1.790,11;0,00;1.790,11;0,00;0,00;0;1.790,11;0,00
83;2015;40;3300;68406;###;T;012;101000;0,00;500,00;101.500,00;0,00;101.500,00;100.165,00;100.165,00;0;1.335,00;100.165,00
84;2015;40;3300;68406;000;T;012;101000;0,00;500,00;101.500,00;0,00;101.500,00;100.165,00;100.165,00;0;1.335,00;100.165,00
85;2015;40;3300;68432;###;T;012;362000;0,00;-144.000,00;218.000,00;0,00;218.000,00;202.900,00;202.900,00;0;15.100,00;202.900,00
86;2015;40;3300;68432;000;T;012;362000;0,00;-362.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
87;2015;40;3300;68432;200;T;012;0;0,00;15.000,00;15.000,00;0,00;15.000,00;15.000,00;15.000,00;0;0,00;15.000,00
88;2015;40;3300;68432;201;T;012;0;0,00;50.000,00;50.000,00;0,00;50.000,00;44.300,00;44.300,00;0;5.700,00;44.300,00
89;2015;40;3300;68432;202;T;012;0;0,00;8.000,00;8.000,00;0,00;8.000,00;8.000,00;8.000,00;0;0,00;8.000,00
90;2015;40;3300;68432;204;T;012;0;0,00;120.000,00;120.000,00;0,00;120.000,00;110.600,00;110.600,00;0;9.400,00;110.600,00
91;2015;40;3300;68432;205;T;012;0;0,00;25.000,00;25.000,00;0,00;25.000,00;25.000,00;25.000,00;0;0,00;25.000,00
92;2015;40;3300;68579;###;T;012;1000;0,00;-500,00;500,00;0,00;500,00;277,00;277,00;0;223,00;277,00
93;2015;40;3300;68579;000;T;012;1000;0,00;-500,00;500,00;0,00;500,00;277,00;277,00;0;223,00;277,00
94;2015;40;3300;98101;###;A10;890;1000;0,00;2.000,00;3.000,00;0,00;3.000,00;2.110,00;2.110,00;0;890,00;2.110,00
95;2015;40;3300;98101;000;A10;890;1000;0,00;2.000,00;3.000,00;0,00;3.000,00;2.110,00;2.110,00;0;890,00;2.110,00
96;2015;40;3302;42801;###;;012;42400;0,00;0,00;42.400,00;0,00;42.400,00;37.764,06;37.764,06;0;4.635,94;37.764,06
97;2015;40;3302;42801;000;;012;42400;0,00;0,00;42.400,00;0,00;42.400,00;37.764,06;37.764,06;0;4.635,94;37.764,06
98;2015;40;3302;42811;###;;012;229000;0,00;0,00;229.000,00;-28.183,60;200.816,40;128.431,33;128.431,33;0;72.385,07;128.431,33
99;2015;40;3302;42811;000;;012;229000;0,00;0,00;229.000,00;-28.183,60;200.816,40;128.431,33;128.431,33;0;72.385,07;128.431,33
100;2015;40;3302;51101;###;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.268,99;2.508,37;0;491,63;2.268,99
101;2015;40;3302;51101;000;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.268,99;2.508,37;0;491,63;2.268,99
102;2015;40;3302;52501;###;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;570,00;1.020,00;0;980,00;570,00
103;2015;40;3302;52501;000;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;570,00;1.020,00;0;980,00;570,00
104;2015;40;3302;52703;###;A09;012;1700;0,00;0,00;1.700,00;0,00;1.700,00;1.065,00;1.700,00;0;0,00;1.065,00
105;2015;40;3302;52703;000;A09;012;1700;0,00;0,00;1.700,00;0,00;1.700,00;1.065,00;1.700,00;0;0,00;1.065,00
106;2015;40;3302;54053;###;A09;012;10000;0,00;0,00;10.000,00;0,00;10.000,00;9.826,38;9.826,38;0;173,62;9.826,38
107;2015;40;3302;54053;000;A09;012;10000;0,00;0,00;10.000,00;0,00;10.000,00;9.826,38;9.826,38;0;173,62;9.826,38
108;2015;40;3302;54079;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;39,40;39,40;0;960,60;39,40
109;2015;40;3302;54079;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;39,40;39,40;0;960,60;39,40
110;2015;40;3304;42201;###;;012;782000;0,00;0,00;782.000,00;0,00;782.000,00;826.114,40;826.114,40;0;-44.114,40;826.114,40
111;2015;40;3304;42201;000;;012;782000;0,00;0,00;782.000,00;0,00;782.000,00;826.114,40;826.114,40;0;-44.114,40;826.114,40
112;2015;40;3304;42701;###;;012;39300;0,00;0,00;39.300,00;0,00;39.300,00;6.690,99;10.345,99;0;28.954,01;6.690,99
113;2015;40;3304;42701;000;;012;39300;0,00;0,00;39.300,00;0,00;39.300,00;6.690,99;10.345,99;0;28.954,01;6.690,99
114;2015;40;3304;42760;###;;012;0;0,00;960,00;960,00;0,00;960,00;0,00;0,00;0;960,00;0,00
115;2015;40;3304;42760;000;;012;0;0,00;960,00;960,00;0,00;960,00;0,00;0,00;0;960,00;0,00
116;2015;40;3304;42801;###;;012;465000;0,00;0,00;465.000,00;0,00;465.000,00;406.125,64;406.125,64;0;58.874,36;406.125,64
117;2015;40;3304;42801;000;;012;465000;0,00;0,00;465.000,00;0,00;465.000,00;406.125,64;406.125,64;0;58.874,36;406.125,64
118;2015;40;3304;42821;###;;012;830000;0,00;0,00;830.000,00;-360.107,00;469.893,00;467.159,76;467.159,76;0;2.733,24;467.159,76
119;2015;40;3304;42821;000;;012;830000;0,00;0,00;830.000,00;-360.107,00;469.893,00;467.159,76;467.159,76;0;2.733,24;467.159,76
120;2015;40;3304;42860;###;;012;0;0,00;19.000,00;19.000,00;0,00;19.000,00;8.806,42;8.806,42;0;10.193,58;8.806,42
121;2015;40;3304;42860;000;;012;0;0,00;19.000,00;19.000,00;0,00;19.000,00;8.806,42;8.806,42;0;10.193,58;8.806,42
122;2015;40;3304;44100;###;;012;21300;0,00;0,00;21.300,00;0,00;21.300,00;21.570,41;21.570,41;0;-270,41;21.570,41
123;2015;40;3304;44100;000;;012;21300;0,00;0,00;21.300,00;0,00;21.300,00;21.570,41;21.570,41;0;-270,41;21.570,41
124;2015;40;3304;44304;###;;012;327000;0,00;0,00;327.000,00;0,00;327.000,00;326.156,82;326.156,82;0;843,18;326.156,82
125;2015;40;3304;44304;000;;012;327000;0,00;0,00;327.000,00;0,00;327.000,00;326.156,82;326.156,82;0;843,18;326.156,82
126;2015;40;3304;44379;###;;012;2700;0,00;0,00;2.700,00;0,00;2.700,00;328,22;328,22;0;2.371,78;328,22
127;2015;40;3304;44379;000;;012;2700;0,00;0,00;2.700,00;0,00;2.700,00;328,22;328,22;0;2.371,78;328,22
128;2015;40;3304;45903;###;;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
129;2015;40;3304;45903;000;;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
130;2015;40;3304;51801;###;A08;012;1300;0,00;0,00;1.300,00;0,00;1.300,00;368,00;736,00;0;564,00;368,00
131;2015;40;3304;51801;000;A08;012;1300;0,00;0,00;1.300,00;0,00;1.300,00;368,00;736,00;0;564,00;368,00
132;2015;40;3304;52501;###;A09;012;38000;0,00;-16.500,00;21.500,00;0,00;21.500,00;9.317,51;9.721,47;0;11.778,53;9.317,51
133;2015;40;3304;52501;000;A09;012;38000;0,00;-16.500,00;21.500,00;0,00;21.500,00;9.317,51;9.721,47;0;11.778,53;9.317,51
134;2015;40;3304;52703;###;A09;012;55800;0,00;0,00;55.800,00;0,00;55.800,00;21.993,58;24.314,38;0;31.485,62;21.993,58
135;2015;40;3304;52703;000;A09;012;55800;0,00;0,00;55.800,00;0,00;55.800,00;21.993,58;24.314,38;0;31.485,62;21.993,58
136;2015;40;3304;53111;###;A09;012;1000;0,00;14.702,72;15.702,72;0,00;15.702,72;15.365,99;15.365,99;0;336,73;14.468,28
137;2015;40;3304;53111;000;A09;012;1000;0,00;14.702,72;15.702,72;0,00;15.702,72;15.365,99;15.365,99;0;336,73;14.468,28
138;2015;40;3304;54010;###;A09;012;25600;0,00;-5.500,00;20.100,00;-272,87;19.827,13;3.220,85;3.220,85;0;16.606,28;3.220,85
139;2015;40;3304;54010;000;A09;012;25600;0,00;-5.500,00;20.100,00;-272,87;19.827,13;3.220,85;3.220,85;0;16.606,28;3.220,85
140;2015;40;3304;54079;###;A09;012;1700;0,00;-975,87;724,13;-10,00;714,13;188,15;213,15;0;500,98;188,15
141;2015;40;3304;54079;000;A09;012;1700;0,00;-975,87;724,13;-10,00;714,13;188,15;213,15;0;500,98;188,15
142;2015;40;3304;54606;###;A09;012;0;0,00;1.205,00;1.205,00;0,00;1.205,00;475,65;475,65;0;729,35;475,65
143;2015;40;3304;54606;000;A09;012;0;0,00;1.205,00;1.205,00;0,00;1.205,00;475,65;475,65;0;729,35;475,65
144;2015;40;3304;68102;###;Z10;012;0;0,00;272,87;272,87;0,00;272,87;272,87;272,87;0;0,00;272,87
145;2015;40;3304;68102;000;Z10;012;0;0,00;272,87;272,87;0,00;272,87;272,87;272,87;0;0,00;272,87
146;2015;40;3305;11972;###;E03;062;2600;0,00;0,00;2.600,00;0,00;0,00;5.603,42;0,00;0;0,00;5.603,42
147;2015;40;3305;11972;000;E03;062;2600;0,00;0,00;2.600,00;0,00;0,00;5.603,42;0,00;0;0,00;5.603,42
148;2015;40;3305;11973;###;E03;062;4500;0,00;0,00;4.500,00;0,00;0,00;3.875,07;0,00;0;0,00;3.875,07
149;2015;40;3305;11973;000;E03;062;4500;0,00;0,00;4.500,00;0,00;0,00;3.875,07;0,00;0;0,00;3.875,07
150;2015;40;3305;11979;###;E03;062;1000;0,00;-100,00;900,00;0,00;0,00;10,08;0,00;0;0,00;10,08
151;2015;40;3305;11979;000;E03;062;1000;0,00;-100,00;900,00;0,00;0,00;10,08;0,00;0;0,00;10,08
152;2015;40;3305;12511;###;E03;062;100000;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
153;2015;40;3305;12511;000;E03;062;100000;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
154;2015;40;3305;42201;###;;062;468000;0,00;0,00;468.000,00;0,00;468.000,00;478.541,95;478.541,95;0;-10.541,95;478.541,95
155;2015;40;3305;42201;000;;062;468000;0,00;0,00;468.000,00;0,00;468.000,00;478.541,95;478.541,95;0;-10.541,95;478.541,95
156;2015;40;3305;42801;###;;062;200000;0,00;0,00;200.000,00;0,00;200.000,00;214.264,56;214.264,56;0;-14.264,56;214.264,56
157;2015;40;3305;42801;000;;062;200000;0,00;0,00;200.000,00;0,00;200.000,00;214.264,56;214.264,56;0;-14.264,56;214.264,56
158;2015;40;3305;44100;###;;062;16600;0,00;0,00;16.600,00;0,00;16.600,00;13.339,00;13.339,00;0;3.261,00;13.220,31
159;2015;40;3305;44100;000;;062;16600;0,00;0,00;16.600,00;0,00;16.600,00;13.339,00;13.339,00;0;3.261,00;13.220,31
160;2015;40;3305;53201;###;A09;812;0;0,00;60,00;60,00;0,00;60,00;55,11;55,11;0;4,89;55,11
161;2015;40;3305;53201;000;A09;812;0;0,00;60,00;60,00;0,00;60,00;55,11;55,11;0;4,89;55,11
162;2015;40;3305;54010;###;A09;062;0;0,00;1.332,80;1.332,80;0,00;1.332,80;1.332,80;1.332,80;0;0,00;1.332,80
163;2015;40;3305;54010;000;A09;062;0;0,00;1.332,80;1.332,80;0,00;1.332,80;1.332,80;1.332,80;0;0,00;1.332,80
164;2015;40;3305;54038;###;A09;062;5000;0,00;0,00;5.000,00;0,00;5.000,00;4.441,08;4.441,08;0;558,92;4.441,08
165;2015;40;3305;54038;000;A09;062;5000;0,00;0,00;5.000,00;0,00;5.000,00;3.873,08;3.873,08;0;1.126,92;3.873,08
166;2015;40;3305;54038;100;A09;062;0;0,00;0,00;0,00;0,00;0,00;366,00;366,00;0;-366,00;366,00
167;2015;40;3305;54038;101;A09;062;0;0,00;0,00;0,00;0,00;0,00;202,00;202,00;0;-202,00;202,00
168;2015;40;3305;54060;###;A09;062;9000;0,00;1.407,04;10.407,04;0,00;10.407,04;10.407,04;10.407,04;0;0,00;10.407,04
169;2015;40;3305;54060;000;A09;062;9000;0,00;1.407,04;10.407,04;0,00;10.407,04;0,00;0,00;0;10.407,04;0,00
170;2015;40;3305;54060;120;A09;062;0;0,00;0,00;0,00;0,00;0,00;10.407,04;10.407,04;0;-10.407,04;10.407,04
171;2015;40;3305;54079;###;A09;062;1000;0,00;-553,17;446,83;-50,00;396,83;382,66;382,66;0;14,17;382,66
172;2015;40;3305;54079;000;A09;062;1000;0,00;-553,17;446,83;-50,00;396,83;382,66;382,66;0;14,17;382,66
173;2015;40;3305;81279;###;A05;062;0;0,00;16.000,00;16.000,00;0,00;16.000,00;13.170,90;15.324,80;0;675,20;13.170,90
174;2015;40;3305;81279;000;A05;062;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
175;2015;40;3305;81279;350;A05;062;0;0,00;16.000,00;16.000,00;0,00;16.000,00;13.170,90;15.324,80;0;675,20;13.170,90
176;2015;40;3306;11133;###;E03;012;4700;0,00;-3.700,00;1.000,00;0,00;0,00;66.783,00;0,00;0;0,00;225,00
177;2015;40;3306;11133;000;E03;012;4700;0,00;-3.700,00;1.000,00;0,00;0,00;66.783,00;0,00;0;0,00;225,00
178;2015;40;3306;11901;###;E03;012;2100;0,00;-1.100,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
179;2015;40;3306;11901;000;E03;012;2100;0,00;-1.100,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
180;2015;40;3306;11902;###;E03;012;2900;0,00;-500,00;2.400,00;0,00;0,00;0,00;0,00;0;0,00;0,00
181;2015;40;3306;11902;000;E03;012;2900;0,00;-500,00;2.400,00;0,00;0,00;0,00;0,00;0;0,00;0,00
182;2015;40;3306;11903;###;E03;012;0;0,00;0,00;0,00;0,00;0,00;727,31;0,00;0;0,00;727,31
183;2015;40;3306;11903;000;E03;012;0;0,00;0,00;0,00;0,00;0,00;727,31;0,00;0;0,00;727,31
184;2015;40;3306;11906;###;E03;012;2400;0,00;-1.400,00;1.000,00;0,00;0,00;947,97;0,00;0;0,00;862,78
185;2015;40;3306;11906;000;E03;012;2400;0,00;-1.400,00;1.000,00;0,00;0,00;947,97;0,00;0;0,00;862,78
186;2015;40;3306;11907;###;E03;012;3100;0,00;-200,00;2.900,00;0,00;0,00;2.714,00;0,00;0;0,00;2.714,00
187;2015;40;3306;11907;000;E03;012;3100;0,00;-200,00;2.900,00;0,00;0,00;2.714,00;0,00;0;0,00;2.714,00
188;2015;40;3306;11934;###;E03;012;7500;0,00;-6.500,00;1.000,00;0,00;0,00;1.000,00;0,00;0;0,00;1.000,00
189;2015;40;3306;11934;000;E03;012;7500;0,00;-6.500,00;1.000,00;0,00;0,00;1.000,00;0,00;0;0,00;1.000,00
190;2015;40;3306;11977;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;626,25;0,00;0;0,00;626,25
191;2015;40;3306;11977;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;626,25;0,00;0;0,00;626,25
192;2015;40;3306;11979;###;E03;012;1300;0,00;-300,00;1.000,00;0,00;0,00;308,78;0,00;0;0,00;160,03
193;2015;40;3306;11979;000;E03;012;1300;0,00;-300,00;1.000,00;0,00;0,00;308,78;0,00;0;0,00;160,03
194;2015;40;3306;11981;###;E03;012;1000;0,00;-1.000,00;0,00;0,00;0,00;611,00;0,00;0;0,00;611,00
195;2015;40;3306;11981;000;E03;012;1000;0,00;-1.000,00;0,00;0,00;0,00;611,00;0,00;0;0,00;611,00
196;2015;40;3306;12401;###;E01;012;223000;0,00;-168.700,00;54.300,00;0,00;0,00;300.618,70;0,00;0;0,00;54.938,22
197;2015;40;3306;12401;000;E01;012;223000;0,00;-168.700,00;54.300,00;0,00;0,00;300.618,70;0,00;0;0,00;54.938,22
198;2015;40;3306;12406;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;1.248,55;0,00;0;0,00;1.040,00
199;2015;40;3306;12406;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;1.248,55;0,00;0;0,00;1.040,00
200;2015;40;3306;26109;###;E01;012;1000;0,00;0,00;1.000,00;0,00;0,00;41.540,35;0,00;0;0,00;41.540,35
201;2015;40;3306;26109;000;E01;012;1000;0,00;0,00;1.000,00;0,00;0,00;41.540,35;0,00;0;0,00;41.540,35
202;2015;40;3306;41201;###;;012;2300;0,00;0,00;2.300,00;0,00;2.300,00;1.311,39;1.311,39;0;988,61;1.311,39
203;2015;40;3306;41201;000;;012;2300;0,00;0,00;2.300,00;0,00;2.300,00;1.311,39;1.311,39;0;988,61;1.311,39
