Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
2530;2015;40;4011;51910;###;A02;261;1000;0,00;0,00;1.000,00;0,00;1.000,00;429,85;429,85;0;570,15;429,85
2531;2015;40;4011;51910;000;A02;261;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2532;2015;40;4011;51910;350;A02;261;0;0,00;1.000,00;1.000,00;0,00;1.000,00;429,85;429,85;0;570,15;429,85
2533;2015;40;4011;54079;###;A09;261;2000;0,00;0,00;2.000,00;0,00;2.000,00;89,19;89,19;0;1.910,81;89,19
2534;2015;40;4011;54079;000;A09;261;2000;0,00;0,00;2.000,00;0,00;2.000,00;89,19;89,19;0;1.910,81;89,19
2535;2015;40;4011;54690;###;A10;261;0;345,08;0,00;345,08;0,00;345,08;345,08;345,08;0;0,00;345,08
2536;2015;40;4011;54690;000;A10;261;0;345,08;0,00;345,08;0,00;345,08;345,08;345,08;0;0,00;345,08
2537;2015;40;4011;67108;###;T;261;84000;0,00;20.000,00;104.000,00;0,00;104.000,00;96.044,21;96.044,21;0;7.955,79;93.936,96
2538;2015;40;4011;67108;000;T;261;84000;0,00;-76.044,21;7.955,79;0,00;7.955,79;0,00;0,00;0;7.955,79;0,00
2539;2015;40;4011;67108;350;T;261;0;0,00;96.044,21;96.044,21;0,00;96.044,21;96.044,21;96.044,21;0;0,00;93.936,96
2540;2015;40;4011;97203;###;A09;880;-1895000;0,00;1.895.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2541;2015;40;4011;97203;000;A09;880;-1895000;0,00;1.895.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2542;2015;40;4021;11112;###;E03;270;6000;0,00;0,00;6.000,00;0,00;0,00;68.055,15;0,00;0;0,00;1.135,46
2543;2015;40;4021;11112;000;E03;270;6000;0,00;0,00;6.000,00;0,00;0,00;315,83;0,00;0;0,00;226,10
2544;2015;40;4021;11112;100;E03;270;0;0,00;0,00;0,00;0,00;0,00;67.739,32;0,00;0;0,00;909,36
2545;2015;40;4021;11115;###;E05;270;239000;0,00;0,00;239.000,00;0,00;0,00;293.369,03;0,00;0;0,00;238.336,00
2546;2015;40;4021;11115;000;E05;270;239000;0,00;0,00;239.000,00;0,00;0,00;293.369,03;0,00;0;0,00;238.336,00
2547;2015;40;4021;11117;###;E05;270;10900;0,00;0,00;10.900,00;0,00;0,00;21.677,00;0,00;0;0,00;15.943,00
2548;2015;40;4021;11117;000;E05;270;10900;0,00;0,00;10.900,00;0,00;0,00;21.677,00;0,00;0;0,00;15.943,00
2549;2015;40;4021;11157;###;E05;270;5169000;0,00;156.100,00;5.325.100,00;0,00;0,00;5.250.645,29;0,00;0;0,00;5.154.576,29
2550;2015;40;4021;11157;000;E05;270;5169000;0,00;156.100,00;5.325.100,00;0,00;0,00;5.189.969,52;0,00;0;0,00;5.182.511,78
2551;2015;40;4021;11157;110;E05;270;0;0,00;0,00;0,00;0,00;0,00;60.675,77;0,00;0;0,00;-27.935,49
2552;2015;40;4021;23391;###;E01;270;255000;0,00;0,00;255.000,00;0,00;0,00;441.873,20;0,00;0;0,00;380.466,32
2553;2015;40;4021;23391;000;E01;270;255000;0,00;0,00;255.000,00;0,00;0,00;441.873,20;0,00;0;0,00;380.466,32
2554;2015;40;4021;42201;###;;270;44000;0,00;0,00;44.000,00;0,00;44.000,00;84.450,79;84.450,79;0;-40.450,79;84.450,79
2555;2015;40;4021;42201;000;;270;44000;0,00;0,00;44.000,00;0,00;44.000,00;84.450,79;84.450,79;0;-40.450,79;84.450,79
2556;2015;40;4021;42801;###;;270;886000;0,00;0,00;886.000,00;0,00;886.000,00;667.067,43;667.067,43;0;218.932,57;667.067,43
2557;2015;40;4021;42801;000;;270;886000;0,00;0,00;886.000,00;0,00;886.000,00;667.067,43;667.067,43;0;218.932,57;667.067,43
2558;2015;40;4021;44100;###;;270;1900;0,00;0,00;1.900,00;0,00;1.900,00;2.315,08;2.315,08;0;-415,08;2.315,08
2559;2015;40;4021;44100;000;;270;1900;0,00;0,00;1.900,00;0,00;1.900,00;2.315,08;2.315,08;0;-415,08;2.315,08
2560;2015;40;4021;54079;###;A09;270;3000;0,00;1.000,00;4.000,00;0,00;4.000,00;3.250,69;3.792,72;0;207,28;3.205,72
2561;2015;40;4021;54079;000;A09;270;3000;0,00;1.000,00;4.000,00;0,00;4.000,00;3.250,69;3.792,72;0;207,28;3.205,72
2562;2015;40;4021;63621;###;T;270;75000;0,00;15.690,00;90.690,00;0,00;90.690,00;90.682,69;90.682,69;0;7,31;90.682,69
2563;2015;40;4021;63621;000;T;270;75000;0,00;15.690,00;90.690,00;0,00;90.690,00;90.682,69;90.682,69;0;7,31;90.682,69
2564;2015;40;4021;67109;###;T;270;91000000;0,00;10.173.000,00;101.173.000,00;0,00;101.173.000,00;95.327.632,42;95.327.632,42;0;5.845.367,58;95.327.632,42
2565;2015;40;4021;67109;000;T;270;91000000;0,00;10.173.000,00;101.173.000,00;0,00;101.173.000,00;95.327.632,42;95.327.632,42;0;5.845.367,58;95.327.632,42
2566;2015;40;4021;67151;###;T;270;2225000;0,00;-88.600,00;2.136.400,00;0,00;2.136.400,00;1.620.156,13;1.620.156,13;0;516.243,87;1.620.156,13
2567;2015;40;4021;67151;000;T;270;2225000;0,00;-88.600,00;2.136.400,00;0,00;2.136.400,00;-297,42;-297,42;0;2.136.697,42;-297,42
2568;2015;40;4021;67151;100;T;270;0;0,00;0,00;0,00;0,00;0,00;321.598,41;321.598,41;0;-321.598,41;321.598,41
2569;2015;40;4021;67151;109;T;270;0;0,00;0,00;0,00;0,00;0,00;881.870,04;881.870,04;0;-881.870,04;881.870,04
2570;2015;40;4021;67151;110;T;270;0;0,00;0,00;0,00;0,00;0,00;215.571,00;215.571,00;0;-215.571,00;215.571,00
2571;2015;40;4021;67151;111;T;270;0;0,00;0,00;0,00;0,00;0,00;201.414,10;201.414,10;0;-201.414,10;201.414,10
2572;2015;40;4021;67177;###;T;270;397000;0,00;0,00;397.000,00;0,00;397.000,00;390.189,67;390.189,67;0;6.810,33;366.594,84
2573;2015;40;4021;67177;000;T;270;397000;0,00;0,00;397.000,00;0,00;397.000,00;390.189,67;390.189,67;0;6.810,33;366.594,84
2574;2015;40;4021;67191;###;Z10;270;255000;0,00;184.524,00;439.524,00;0,00;439.524,00;382.930,96;382.930,96;0;56.593,04;382.930,96
2575;2015;40;4021;67191;000;Z10;270;255000;0,00;184.524,00;439.524,00;0,00;439.524,00;382.930,96;382.930,96;0;56.593,04;382.930,96
2576;2015;40;4021;82164;###;;270;0;0,00;70.000,00;70.000,00;0,00;70.000,00;1.701,88;1.701,88;0;68.298,12;1.701,88
2577;2015;40;4021;82164;000;;270;0;0,00;70.000,00;70.000,00;0,00;70.000,00;1.701,88;1.701,88;0;68.298,12;1.701,88
2578;2015;40;4040;11937;###;E03;263;1000;0,00;0,00;1.000,00;0,00;0,00;3.501,13;0,00;0;0,00;1.945,98
2579;2015;40;4040;11937;000;E03;263;1000;0,00;0,00;1.000,00;0,00;0,00;1.665,15;0,00;0;0,00;1.665,15
2580;2015;40;4040;11937;102;E03;263;0;0,00;0,00;0,00;0,00;0,00;1.835,98;0,00;0;0,00;280,83
2581;2015;40;4040;11979;###;E03;219;1000;0,00;0,00;1.000,00;0,00;0,00;12,00;0,00;0;0,00;12,00
2582;2015;40;4040;11979;000;E03;219;1000;0,00;0,00;1.000,00;0,00;0,00;12,00;0,00;0;0,00;12,00
2583;2015;40;4040;23302;###;E03;263;1000;0,00;0,00;1.000,00;0,00;0,00;30.371,89;0,00;0;0,00;30.371,89
2584;2015;40;4040;23302;000;E03;263;1000;0,00;0,00;1.000,00;0,00;0,00;30.371,89;0,00;0;0,00;30.371,89
2585;2015;40;4040;23603;###;E03;263;5000;0,00;0,00;5.000,00;0,00;0,00;33.680,41;0,00;0;0,00;28.912,70
2586;2015;40;4040;23603;000;E03;263;5000;0,00;0,00;5.000,00;0,00;0,00;5.233,87;0,00;0;0,00;466,16
2587;2015;40;4040;23603;100;E03;263;0;0,00;0,00;0,00;0,00;0,00;1.599,13;0,00;0;0,00;1.599,13
2588;2015;40;4040;23603;102;E03;263;0;0,00;0,00;0,00;0,00;0,00;26.847,41;0,00;0;0,00;26.847,41
2589;2015;40;4040;28110;###;E03;263;15400;0,00;0,00;15.400,00;0,00;0,00;15.207,73;0,00;0;0,00;10.556,00
2590;2015;40;4040;28110;000;E03;263;15400;0,00;0,00;15.400,00;0,00;0,00;11.587,73;0,00;0;0,00;6.936,00
2591;2015;40;4040;28110;102;E03;263;0;0,00;0,00;0,00;0,00;0,00;3.620,00;0,00;0;0,00;3.620,00
2592;2015;40;4040;28111;###;E03;263;100000;0,00;0,00;100.000,00;0,00;0,00;129.473,13;0,00;0;0,00;98.274,04
2593;2015;40;4040;28111;000;E03;263;100000;0,00;0,00;100.000,00;0,00;0,00;28.152,60;0,00;0;0,00;2.129,10
2594;2015;40;4040;28111;100;E03;263;0;0,00;0,00;0,00;0,00;0,00;98.197,51;0,00;0;0,00;93.021,92
2595;2015;40;4040;28111;101;E03;263;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2596;2015;40;4040;28111;102;E03;263;0;0,00;0,00;0,00;0,00;0,00;3.123,02;0,00;0;0,00;3.123,02
2597;2015;40;4040;42201;###;;219;1980000;0,00;0,00;1.980.000,00;0,00;1.980.000,00;1.649.887,85;1.649.887,85;0;330.112,15;1.649.887,85
2598;2015;40;4040;42201;000;;219;1980000;0,00;0,00;1.980.000,00;0,00;1.980.000,00;1.649.887,85;1.649.887,85;0;330.112,15;1.649.887,85
2599;2015;40;4040;42701;###;;219;5000;0,00;9.000,00;14.000,00;0,00;14.000,00;7.561,84;11.331,34;0;2.668,66;7.561,84
2600;2015;40;4040;42701;000;;219;5000;0,00;9.000,00;14.000,00;0,00;14.000,00;2.131,94;3.633,44;0;10.366,56;2.131,94
2601;2015;40;4040;42701;100;;219;0;0,00;0,00;0,00;0,00;0,00;5.429,90;7.697,90;0;-7.697,90;5.429,90
2602;2015;40;4040;42801;###;;219;7047000;0,00;0,00;7.047.000,00;0,00;7.047.000,00;5.839.692,92;5.839.692,92;0;1.207.307,08;5.839.692,92
2603;2015;40;4040;42801;000;;219;7047000;0,00;0,00;7.047.000,00;0,00;7.047.000,00;5.839.692,92;5.839.692,92;0;1.207.307,08;5.839.692,92
2604;2015;40;4040;44100;###;;219;87900;0,00;0,00;87.900,00;0,00;87.900,00;109.042,56;109.042,56;0;-21.142,56;109.042,56
2605;2015;40;4040;44100;000;;219;87900;0,00;0,00;87.900,00;0,00;87.900,00;109.042,56;109.042,56;0;-21.142,56;109.042,56
2606;2015;40;4040;51101;###;A09;219;5500;0,00;0,00;5.500,00;0,00;5.500,00;3.406,68;4.428,39;0;1.071,61;3.406,68
2607;2015;40;4040;51101;000;A09;219;5500;0,00;0,00;5.500,00;0,00;5.500,00;0,00;0,00;0;5.500,00;0,00
2608;2015;40;4040;51101;100;A09;219;0;0,00;0,00;0,00;0,00;0,00;989,15;1.492,95;0;-1.492,95;989,15
2609;2015;40;4040;51101;120;A09;219;0;0,00;0,00;0,00;0,00;0,00;2.417,53;2.935,44;0;-2.935,44;2.417,53
2610;2015;40;4040;52601;###;A09;266;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.056,28;2.056,28;0;943,72;2.056,28
2611;2015;40;4040;52601;000;A09;266;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.056,28;2.056,28;0;943,72;2.056,28
2612;2015;40;4040;54079;###;A09;219;5000;0,00;500,00;5.500,00;0,00;5.500,00;4.716,68;5.075,81;0;424,19;4.716,68
2613;2015;40;4040;54079;000;A09;219;5000;0,00;500,00;5.500,00;0,00;5.500,00;3.608,97;3.608,97;0;1.891,03;3.608,97
2614;2015;40;4040;54079;100;A09;219;0;0,00;0,00;0,00;0,00;0,00;1.107,71;1.466,84;0;-1.466,84;1.107,71
2615;2015;40;4040;67123;###;T;263;2200000;0,00;1.254.910,00;3.454.910,00;0,00;3.454.910,00;2.932.945,27;2.932.945,27;0;521.964,73;2.828.286,82
2616;2015;40;4040;67123;000;T;263;2200000;0,00;1.254.910,00;3.454.910,00;0,00;3.454.910,00;0,00;0,00;0;3.454.910,00;0,00
2617;2015;40;4040;67123;171;T;263;0;0,00;0,00;0,00;0,00;0,00;2.050.230,33;2.050.230,33;0;-2.050.230,33;1.988.683,55
2618;2015;40;4040;67123;172;T;263;0;0,00;0,00;0,00;0,00;0,00;882.714,94;882.714,94;0;-882.714,94;839.603,27
2619;2015;40;4040;67143;###;T;263;120000;0,00;-39.710,00;80.290,00;0,00;80.290,00;69.375,55;69.375,55;0;10.914,45;69.375,55
2620;2015;40;4040;67143;000;T;263;120000;0,00;-39.710,00;80.290,00;0,00;80.290,00;69.375,55;69.375,55;0;10.914,45;69.375,55
2621;2015;40;4040;67154;###;T;262;1430000;0,00;-177.135,00;1.252.865,00;0,00;1.252.865,00;1.224.211,46;1.243.962,04;0;8.902,96;1.224.211,46
2622;2015;40;4040;67154;000;T;262;1430000;0,00;-177.135,00;1.252.865,00;0,00;1.252.865,00;0,00;0,00;0;1.252.865,00;0,00
2623;2015;40;4040;67154;160;T;262;0;0,00;0,00;0,00;0,00;0,00;264.474,13;284.224,71;0;-284.224,71;264.474,13
2624;2015;40;4040;67154;161;T;262;0;0,00;0,00;0,00;0,00;0,00;783.398,66;783.398,66;0;-783.398,66;783.398,66
2625;2015;40;4040;67154;162;T;262;0;0,00;0,00;0,00;0,00;0,00;20.166,05;20.166,05;0;-20.166,05;20.166,05
2626;2015;40;4040;67154;163;T;262;0;0,00;0,00;0,00;0,00;0,00;156.172,62;156.172,62;0;-156.172,62;156.172,62
2627;2015;40;4040;67161;###;T;263;90000;0,00;110.000,00;200.000,00;0,00;200.000,00;192.849,21;192.849,21;0;7.150,79;184.331,66
2628;2015;40;4040;67161;000;T;263;90000;0,00;110.000,00;200.000,00;0,00;200.000,00;0,00;0,00;0;200.000,00;0,00
2629;2015;40;4040;67161;153;T;263;0;0,00;0,00;0,00;0,00;0,00;192.849,21;192.849,21;0;-192.849,21;184.331,66
2630;2015;40;4040;68158;###;T;266;2000;0,00;0,00;2.000,00;0,00;2.000,00;336,96;336,96;0;1.663,04;336,96
2631;2015;40;4040;68158;000;T;266;2000;0,00;0,00;2.000,00;0,00;2.000,00;336,96;336,96;0;1.663,04;336,96
2632;2015;40;4040;68174;###;T;266;25000;0,00;-7.955,00;17.045,00;0,00;17.045,00;13.900,00;13.900,00;0;3.145,00;13.900,00
2633;2015;40;4040;68174;000;T;266;25000;0,00;-7.955,00;17.045,00;0,00;17.045,00;13.900,00;13.900,00;0;3.145,00;13.900,00
2634;2015;40;4042;11201;###;E03;265;1000;0,00;0,00;1.000,00;0,00;0,00;1.010,35;0,00;0;0,00;0,00
2635;2015;40;4042;11201;000;E03;265;1000;0,00;0,00;1.000,00;0,00;0,00;1.010,35;0,00;0;0,00;0,00
2636;2015;40;4042;11937;###;E03;265;70000;0,00;60.000,00;130.000,00;0,00;0,00;56.775,74;0,00;0;0,00;49.561,89
2637;2015;40;4042;11937;000;E03;265;70000;0,00;60.000,00;130.000,00;0,00;0,00;31.403,67;0,00;0;0,00;26.884,59
2638;2015;40;4042;11937;101;E03;265;0;0,00;0,00;0,00;0,00;0,00;10.281,67;0,00;0;0,00;7.621,30
2639;2015;40;4042;11937;104;E03;265;0;0,00;0,00;0,00;0,00;0,00;24,69;0,00;0;0,00;24,69
2640;2015;40;4042;11937;106;E03;265;0;0,00;0,00;0,00;0,00;0,00;3.435,61;0,00;0;0,00;3.435,61
2641;2015;40;4042;11937;107;E03;265;0;0,00;0,00;0,00;0,00;0,00;53,97;0,00;0;0,00;53,97
2642;2015;40;4042;11937;108;E03;265;0;0,00;0,00;0,00;0,00;0,00;2.045,99;0,00;0;0,00;2.011,59
2643;2015;40;4042;11937;111;E03;265;0;0,00;0,00;0,00;0,00;0,00;1.746,62;0,00;0;0,00;1.746,62
2644;2015;40;4042;11937;112;E03;265;0;0,00;0,00;0,00;0,00;0,00;61,33;0,00;0;0,00;61,33
2645;2015;40;4042;11937;116;E03;265;0;0,00;0,00;0,00;0,00;0,00;758,99;0,00;0;0,00;758,99
2646;2015;40;4042;11937;117;E03;265;0;0,00;0,00;0,00;0,00;0,00;3.032,08;0,00;0;0,00;3.032,08
2647;2015;40;4042;11937;118;E03;265;0;0,00;0,00;0,00;0,00;0,00;2.418,78;0,00;0;0,00;2.418,78
2648;2015;40;4042;11937;119;E03;265;0;0,00;0,00;0,00;0,00;0,00;1.512,34;0,00;0;0,00;1.512,34
2649;2015;40;4042;11943;###;E03;265;3000;0,00;0,00;3.000,00;0,00;0,00;8.240,51;0,00;0;0,00;8.240,51
2650;2015;40;4042;11943;000;E03;265;3000;0,00;0,00;3.000,00;0,00;0,00;6.157,49;0,00;0;0,00;6.157,49
2651;2015;40;4042;11943;101;E03;265;0;0,00;0,00;0,00;0,00;0,00;1.144,50;0,00;0;0,00;1.144,50
2652;2015;40;4042;11943;107;E03;265;0;0,00;0,00;0,00;0,00;0,00;938,52;0,00;0;0,00;938,52
2653;2015;40;4042;23302;###;E03;265;900000;0,00;640.000,00;1.540.000,00;0,00;0,00;2.227.825,17;0,00;0;0,00;1.966.213,89
2654;2015;40;4042;23302;000;E03;265;900000;0,00;640.000,00;1.540.000,00;0,00;0,00;1.859.745,67;0,00;0;0,00;1.598.774,86
2655;2015;40;4042;23302;101;E03;265;0;0,00;0,00;0,00;0,00;0,00;368.079,50;0,00;0;0,00;367.439,03
2656;2015;40;4042;23603;###;E03;265;190000;0,00;0,00;190.000,00;0,00;0,00;221.561,16;0,00;0;0,00;177.542,60
2657;2015;40;4042;23603;000;E03;265;190000;0,00;0,00;190.000,00;0,00;0,00;14.871,31;0,00;0;0,00;381,46
2658;2015;40;4042;23603;100;E03;265;0;0,00;0,00;0,00;0,00;0,00;39.612,92;0,00;0;0,00;29.677,92
2659;2015;40;4042;23603;101;E03;265;0;0,00;0,00;0,00;0,00;0,00;83.047,78;0,00;0;0,00;63.454,07
2660;2015;40;4042;23603;104;E03;265;0;0,00;0,00;0,00;0,00;0,00;16.669,04;0,00;0;0,00;16.669,04
2661;2015;40;4042;23603;105;E03;265;0;0,00;0,00;0,00;0,00;0,00;1.242,72;0,00;0;0,00;1.242,72
2662;2015;40;4042;23603;106;E03;265;0;0,00;0,00;0,00;0,00;0,00;636,08;0,00;0;0,00;636,08
2663;2015;40;4042;23603;107;E03;265;0;0,00;0,00;0,00;0,00;0,00;19.250,56;0,00;0;0,00;19.250,56
2664;2015;40;4042;23603;108;E03;265;0;0,00;0,00;0,00;0,00;0,00;19.728,90;0,00;0;0,00;19.728,90
2665;2015;40;4042;23603;109;E03;265;0;0,00;0,00;0,00;0,00;0,00;1.082,91;0,00;0;0,00;1.082,91
2666;2015;40;4042;23603;112;E03;265;0;0,00;0,00;0,00;0,00;0,00;3.478,57;0,00;0;0,00;3.478,57
2667;2015;40;4042;23603;116;E03;265;0;0,00;0,00;0,00;0,00;0,00;4.430,60;0,00;0;0,00;4.430,60
2668;2015;40;4042;23603;117;E03;265;0;0,00;0,00;0,00;0,00;0,00;7.328,28;0,00;0;0,00;7.328,28
2669;2015;40;4042;23603;118;E03;265;0;0,00;0,00;0,00;0,00;0,00;4.532,41;0,00;0;0,00;4.532,41
2670;2015;40;4042;23603;119;E03;265;0;0,00;0,00;0,00;0,00;0,00;5.649,08;0,00;0;0,00;5.649,08
2671;2015;40;4042;28110;###;E03;265;230000;0,00;224.600,00;454.600,00;0,00;0,00;384.010,44;0,00;0;0,00;371.965,21
2672;2015;40;4042;28110;000;E03;265;230000;0,00;224.600,00;454.600,00;0,00;0,00;69.189,25;0,00;0;0,00;59.469,02
2673;2015;40;4042;28110;101;E03;265;0;0,00;0,00;0,00;0,00;0,00;72.181,46;0,00;0;0,00;69.856,46
2674;2015;40;4042;28110;104;E03;265;0;0,00;0,00;0,00;0,00;0,00;37.523,41;0,00;0;0,00;37.523,41
2675;2015;40;4042;28110;106;E03;265;0;0,00;0,00;0,00;0,00;0,00;14.905,49;0,00;0;0,00;14.905,49
2676;2015;40;4042;28110;107;E03;265;0;0,00;0,00;0,00;0,00;0,00;20.705,93;0,00;0;0,00;20.705,93
2677;2015;40;4042;28110;108;E03;265;0;0,00;0,00;0,00;0,00;0,00;11.144,40;0,00;0;0,00;11.144,40
2678;2015;40;4042;28110;109;E03;265;0;0,00;0,00;0,00;0,00;0,00;10.233,84;0,00;0;0,00;10.233,84
2679;2015;40;4042;28110;112;E03;265;0;0,00;0,00;0,00;0,00;0,00;6.829,59;0,00;0;0,00;6.829,59
2680;2015;40;4042;28110;116;E03;265;0;0,00;0,00;0,00;0,00;0,00;31.657,06;0,00;0;0,00;31.657,06
2681;2015;40;4042;28110;117;E03;265;0;0,00;0,00;0,00;0,00;0,00;8.335,00;0,00;0;0,00;8.335,00
2682;2015;40;4042;28110;118;E03;265;0;0,00;0,00;0,00;0,00;0,00;101.305,01;0,00;0;0,00;101.305,01
2683;2015;40;4042;28111;###;E03;265;1800000;0,00;500.000,00;2.300.000,00;0,00;0,00;2.780.148,51;0,00;0;0,00;1.937.286,24
2684;2015;40;4042;28111;000;E03;265;1800000;0,00;500.000,00;2.300.000,00;0,00;0,00;565.593,07;0,00;0;0,00;30.727,96
2685;2015;40;4042;28111;100;E03;265;0;0,00;0,00;0,00;0,00;0,00;923.317,11;0,00;0;0,00;779.874,40
2686;2015;40;4042;28111;101;E03;265;0;0,00;0,00;0,00;0,00;0,00;90.712,85;0,00;0;0,00;74.209,43
2687;2015;40;4042;28111;102;E03;265;0;0,00;0,00;0,00;0,00;0,00;155.589,58;0,00;0;0,00;6.368,55
2688;2015;40;4042;28111;103;E03;265;0;0,00;0,00;0,00;0,00;0,00;770,00;0,00;0;0,00;770,00
2689;2015;40;4042;28111;104;E03;265;0;0,00;0,00;0,00;0,00;0,00;213.739,82;0,00;0;0,00;213.771,82
2690;2015;40;4042;28111;105;E03;265;0;0,00;0,00;0,00;0,00;0,00;64.255,72;0,00;0;0,00;64.351,72
2691;2015;40;4042;28111;106;E03;265;0;0,00;0,00;0,00;0,00;0,00;88.370,89;0,00;0;0,00;88.402,89
2692;2015;40;4042;28111;107;E03;265;0;0,00;0,00;0,00;0,00;0,00;130.081,35;0,00;0;0,00;130.081,35
2693;2015;40;4042;28111;108;E03;265;0;0,00;0,00;0,00;0,00;0,00;258.105,12;0,00;0;0,00;258.853,12
2694;2015;40;4042;28111;109;E03;265;0;0,00;0,00;0,00;0,00;0,00;3.352,50;0,00;0;0,00;3.352,50
2695;2015;40;4042;28111;110;E03;265;0;0,00;0,00;0,00;0,00;0,00;5,66;0,00;0;0,00;5,66
2696;2015;40;4042;28111;112;E03;265;0;0,00;0,00;0,00;0,00;0,00;9.447,94;0,00;0;0,00;9.479,94
2697;2015;40;4042;28111;116;E03;265;0;0,00;0,00;0,00;0,00;0,00;102.007,37;0,00;0;0,00;102.205,37
2698;2015;40;4042;28111;117;E03;265;0;0,00;0,00;0,00;0,00;0,00;78.159,07;0,00;0;0,00;78.159,07
2699;2015;40;4042;28111;118;E03;265;0;0,00;0,00;0,00;0,00;0,00;96.640,46;0,00;0;0,00;96.672,46
2700;2015;40;4042;67104;###;T;265;18000000;0,00;2.800.000,00;20.800.000,00;0,00;20.800.000,00;20.786.452,81;20.786.452,81;0;13.547,19;20.786.452,81
2701;2015;40;4042;67104;000;T;265;18000000;0,00;2.800.000,00;20.800.000,00;0,00;20.800.000,00;0,00;0,00;0;20.800.000,00;0,00
2702;2015;40;4042;67104;180;T;265;0;0,00;0,00;0,00;0,00;0,00;12.721.383,87;12.721.383,87;0;-12.721.383,87;12.721.383,87
2703;2015;40;4042;67104;181;T;265;0;0,00;0,00;0,00;0,00;0,00;1.842.699,78;1.842.699,78;0;-1.842.699,78;1.842.699,78
2704;2015;40;4042;67104;182;T;265;0;0,00;0,00;0,00;0,00;0,00;4.331.880,94;4.331.880,94;0;-4.331.880,94;4.331.880,94
2705;2015;40;4042;67104;183;T;265;0;0,00;0,00;0,00;0,00;0,00;1.890.488,22;1.890.488,22;0;-1.890.488,22;1.890.488,22
2706;2015;40;4042;67130;###;T;265;1000000;0,00;450.000,00;1.450.000,00;0,00;1.450.000,00;1.223.761,03;1.223.761,03;0;226.238,97;1.206.054,04
2707;2015;40;4042;67130;000;T;265;1000000;0,00;450.000,00;1.450.000,00;0,00;1.450.000,00;0,00;0,00;0;1.450.000,00;0,00
2708;2015;40;4042;67130;110;T;265;0;0,00;0,00;0,00;0,00;0,00;768.502,79;768.502,79;0;-768.502,79;757.330,82
2709;2015;40;4042;67130;120;T;265;0;0,00;0,00;0,00;0,00;0,00;4.351,60;4.351,60;0;-4.351,60;4.351,60
2710;2015;40;4042;67130;122;T;265;0;0,00;0,00;0,00;0,00;0,00;134.174,81;134.174,81;0;-134.174,81;130.438,79
2711;2015;40;4042;67130;123;T;265;0;0,00;0,00;0,00;0,00;0,00;316.731,83;316.731,83;0;-316.731,83;313.932,83
2712;2015;40;4042;67142;###;T;265;5000000;0,00;0,00;5.000.000,00;0,00;5.000.000,00;4.985.843,95;4.985.843,95;0;14.156,05;4.865.150,05
2713;2015;40;4042;67142;000;T;265;5000000;0,00;0,00;5.000.000,00;0,00;5.000.000,00;0,00;0,00;0;5.000.000,00;0,00
2714;2015;40;4042;67142;130;T;265;0;0,00;0,00;0,00;0,00;0,00;914.049,38;914.049,38;0;-914.049,38;838.873,15
2715;2015;40;4042;67142;131;T;265;0;0,00;0,00;0,00;0,00;0,00;2.517.083,31;2.517.083,31;0;-2.517.083,31;2.517.083,31
2716;2015;40;4042;67142;133;T;265;0;0,00;0,00;0,00;0,00;0,00;214.266,22;214.266,22;0;-214.266,22;204.213,21
2717;2015;40;4042;67142;140;T;265;0;0,00;0,00;0,00;0,00;0,00;426.047,11;426.047,11;0;-426.047,11;397.781,81
2718;2015;40;4042;67142;150;T;265;0;0,00;0,00;0,00;0,00;0,00;38.060,89;38.060,89;0;-38.060,89;34.505,69
2719;2015;40;4042;67142;151;T;265;0;0,00;0,00;0,00;0,00;0,00;5.932,41;5.932,41;0;-5.932,41;5.384,81
2720;2015;40;4042;67142;160;T;265;0;0,00;0,00;0,00;0,00;0,00;759.752,08;759.752,08;0;-759.752,08;759.752,08
2721;2015;40;4042;67142;161;T;265;0;0,00;0,00;0,00;0,00;0,00;106.166,86;106.166,86;0;-106.166,86;103.495,86
2722;2015;40;4042;67142;162;T;265;0;0,00;0,00;0,00;0,00;0,00;433,05;433,05;0;-433,05;433,05
2723;2015;40;4042;67142;164;T;265;0;0,00;0,00;0,00;0,00;0,00;3.053,50;3.053,50;0;-3.053,50;2.707,77
2724;2015;40;4042;67142;165;T;265;0;0,00;0,00;0,00;0,00;0,00;522,13;522,13;0;-522,13;482,94
2725;2015;40;4042;67142;166;T;265;0;0,00;0,00;0,00;0,00;0,00;477,01;477,01;0;-477,01;436,37
2726;2015;40;4042;67145;###;T;265;950000;0,00;400.000,00;1.350.000,00;0,00;1.350.000,00;1.099.070,22;1.099.070,22;0;250.929,78;1.065.651,26
2727;2015;40;4042;67145;000;T;265;950000;0,00;400.000,00;1.350.000,00;0,00;1.350.000,00;0,00;0,00;0;1.350.000,00;0,00
