Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
1;0000;00;0000;00000;;;;31102015;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2;2015;40;3100;11934;###;E03;012;1700;0,00;0,00;1.700,00;0,00;0,00;4.160,72;0,00;0;0,00;4.160,72
3;2015;40;3100;11934;000;E03;012;1700;0,00;0,00;1.700,00;0,00;0,00;4.160,72;0,00;0;0,00;4.160,72
4;2015;40;3100;28290;###;E01;012;0;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0;0,00;500,00
5;2015;40;3100;28290;101;E01;012;0;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0;0,00;500,00
6;2015;40;3100;41201;###;;012;6800;0,00;0,00;6.800,00;0,00;6.800,00;5.340,00;5.340,00;0;1.460,00;5.340,00
7;2015;40;3100;41201;000;;012;6800;0,00;0,00;6.800,00;0,00;6.800,00;5.340,00;5.340,00;0;1.460,00;5.340,00
8;2015;40;3100;41202;###;;012;354000;0,00;127.296,50;481.296,50;0,00;481.296,50;396.564,50;396.584,50;0;84.712,00;396.564,50
9;2015;40;3100;41202;000;;012;354000;0,00;127.296,50;481.296,50;0,00;481.296,50;396.564,50;396.584,50;0;84.712,00;396.564,50
10;2015;40;3100;42801;###;;012;155000;0,00;0,00;155.000,00;0,00;155.000,00;130.031,37;130.031,37;0;24.968,63;130.031,37
11;2015;40;3100;42801;000;;012;155000;0,00;0,00;155.000,00;0,00;155.000,00;130.031,37;130.031,37;0;24.968,63;130.031,37
12;2015;40;3100;51801;###;A08;012;5000;0,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0;5.000,00;0,00
13;2015;40;3100;51801;000;A08;012;5000;0,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0;5.000,00;0,00
14;2015;40;3100;52906;###;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.010,13;2.010,13;0;989,87;2.010,13
15;2015;40;3100;52906;000;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.010,13;2.010,13;0;989,87;2.010,13
16;2015;40;3100;54010;###;A09;012;0;0,00;14.000,00;14.000,00;0,00;14.000,00;10.319,52;10.319,52;0;3.680,48;10.319,52
17;2015;40;3100;54010;000;A09;012;0;0,00;14.000,00;14.000,00;0,00;14.000,00;10.319,52;10.319,52;0;3.680,48;10.319,52
18;2015;40;3100;54079;###;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;1.428,06;1.428,06;0;571,94;1.428,06
19;2015;40;3100;54079;000;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;1.428,06;1.428,06;0;571,94;1.428,06
20;2015;40;3100;54690;###;A10;012;0;0,00;500,00;500,00;0,00;500,00;0,00;0,00;0;500,00;0,00
21;2015;40;3100;54690;000;A10;012;0;0,00;500,00;500,00;0,00;500,00;0,00;0,00;0;500,00;0,00
22;2015;40;3100;68123;###;T;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;7,68;7,68;0;2.492,32;7,68
23;2015;40;3100;68123;000;T;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;7,68;7,68;0;2.492,32;7,68
24;2015;40;3100;68401;###;Z;012;147000;0,00;72.408,43;219.408,43;0,00;219.408,43;200.175,09;200.175,09;0;19.233,34;200.175,09
25;2015;40;3100;68401;000;Z;012;147000;0,00;72.408,43;219.408,43;0,00;219.408,43;-125,44;-125,44;0;219.533,87;-125,44
26;2015;40;3100;68401;100;Z;012;0;0,00;0,00;0,00;0,00;0,00;96.300,53;96.300,53;0;-96.300,53;96.300,53
27;2015;40;3100;68401;101;Z;012;0;0,00;0,00;0,00;0,00;0,00;104.000,00;104.000,00;0;-104.000,00;104.000,00
28;2015;40;3300;11109;###;E03;012;1100;0,00;1.000,00;2.100,00;0,00;0,00;998,41;0,00;0;0,00;998,41
29;2015;40;3300;11109;000;E03;012;1100;0,00;1.000,00;2.100,00;0,00;0,00;998,41;0,00;0;0,00;998,41
30;2015;40;3300;11153;###;E03;012;3300;0,00;2.500,00;5.800,00;0,00;0,00;5.666,13;0,00;0;0,00;5.253,36
31;2015;40;3300;11153;000;E03;012;3300;0,00;2.500,00;5.800,00;0,00;0,00;5.666,13;0,00;0;0,00;5.253,36
32;2015;40;3300;11903;###;E03;012;7200;0,00;2.300,00;9.500,00;0,00;0,00;54.682,23;0,00;0;0,00;4.673,02
33;2015;40;3300;11903;000;E03;012;7200;0,00;2.300,00;9.500,00;0,00;0,00;54.682,23;0,00;0;0,00;4.673,02
34;2015;40;3300;11921;###;E03;012;7600;0,00;0,00;7.600,00;0,00;0,00;2.519,65;0,00;0;0,00;192,90
35;2015;40;3300;11921;000;E03;012;7600;0,00;0,00;7.600,00;0,00;0,00;2.519,65;0,00;0;0,00;192,90
36;2015;40;3300;11979;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;513,37;0,00;0;0,00;90,70
37;2015;40;3300;11979;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;513,37;0,00;0;0,00;90,70
38;2015;40;3300;28290;###;E01;012;0;0,00;0,00;0,00;0,00;0,00;112,00;0,00;0;0,00;112,00
39;2015;40;3300;28290;104;E01;012;0;0,00;0,00;0,00;0,00;0,00;112,00;0,00;0;0,00;112,00
40;2015;40;3300;41210;###;;012;3500;0,00;0,00;3.500,00;0,00;3.500,00;0,00;0,00;0;3.500,00;0,00
41;2015;40;3300;41210;000;;012;3500;0,00;0,00;3.500,00;0,00;3.500,00;0,00;0,00;0;3.500,00;0,00
42;2015;40;3300;42201;###;;012;827000;0,00;0,00;827.000,00;0,00;827.000,00;720.463,99;720.463,99;0;106.536,01;720.463,99
43;2015;40;3300;42201;000;;012;827000;0,00;0,00;827.000,00;0,00;827.000,00;720.463,99;720.463,99;0;106.536,01;720.463,99
44;2015;40;3300;42701;###;;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;1.679,50;1.679,50;0;820,50;1.679,50
45;2015;40;3300;42701;000;;012;2500;0,00;0,00;2.500,00;0,00;2.500,00;1.679,50;1.679,50;0;820,50;1.679,50
46;2015;40;3300;42801;###;;012;737000;0,00;0,00;737.000,00;-85.000,00;652.000,00;485.831,67;485.831,67;0;166.168,33;485.831,67
47;2015;40;3300;42801;000;;012;737000;0,00;0,00;737.000,00;-85.000,00;652.000,00;485.831,67;485.831,67;0;166.168,33;485.831,67
48;2015;40;3300;42811;###;;012;0;0,00;0,00;0,00;0,00;0,00;8.067,46;8.067,46;0;-8.067,46;8.067,46
49;2015;40;3300;42811;000;;012;0;0,00;0,00;0,00;0,00;0,00;8.067,46;8.067,46;0;-8.067,46;8.067,46
50;2015;40;3300;42860;###;;012;0;0,00;49.120,00;49.120,00;0,00;49.120,00;34.173,74;34.173,74;0;14.946,26;34.173,74
51;2015;40;3300;42860;000;;012;0;0,00;49.120,00;49.120,00;0,00;49.120,00;34.173,74;34.173,74;0;14.946,26;34.173,74
52;2015;40;3300;44100;###;;012;40100;0,00;0,00;40.100,00;0,00;40.100,00;18.970,73;18.970,73;0;21.129,27;18.970,73
53;2015;40;3300;44100;000;;012;40100;0,00;0,00;40.100,00;0,00;40.100,00;18.970,73;18.970,73;0;21.129,27;18.970,73
54;2015;40;3300;51801;###;A08;012;1000;0,00;-741,03;258,97;0,00;258,97;0,00;0,00;0;258,97;0,00
55;2015;40;3300;51801;000;A08;012;1000;0,00;-741,03;258,97;0,00;258,97;0,00;0,00;0;258,97;0,00
56;2015;40;3300;52501;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
57;2015;40;3300;52501;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
58;2015;40;3300;52601;###;A09;012;45100;0,00;-2.000,00;43.100,00;0,00;43.100,00;25.141,63;25.141,63;0;17.958,37;25.141,63
59;2015;40;3300;52601;000;A09;012;45100;0,00;-2.000,00;43.100,00;0,00;43.100,00;25.141,63;25.141,63;0;17.958,37;25.141,63
60;2015;40;3300;52906;###;A09;012;25000;0,00;0,00;25.000,00;0,00;25.000,00;14.375,50;14.475,50;0;10.524,50;14.375,50
61;2015;40;3300;52906;000;A09;012;25000;0,00;-14.000,00;11.000,00;0,00;11.000,00;5.204,16;5.204,16;0;5.795,84;5.204,16
62;2015;40;3300;52906;200;A09;012;0;0,00;10.000,00;10.000,00;0,00;10.000,00;7.632,05;7.632,05;0;2.367,95;7.632,05
63;2015;40;3300;52906;352;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;36,91;36,91;0;963,09;36,91
64;2015;40;3300;52906;353;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;589,98;689,98;0;310,02;589,98
65;2015;40;3300;52906;354;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;817,24;817,24;0;182,76;817,24
66;2015;40;3300;52906;356;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;95,16;95,16;0;904,84;95,16
67;2015;40;3300;53101;###;A09;012;21400;0,00;45.000,00;66.400,00;0,00;66.400,00;20.572,06;20.572,06;0;45.827,94;20.572,06
68;2015;40;3300;53101;000;A09;012;21400;0,00;45.000,00;66.400,00;0,00;66.400,00;20.572,06;20.572,06;0;45.827,94;20.572,06
69;2015;40;3300;53190;###;A10;012;0;161,62;0,00;161,62;0,00;161,62;0,00;0,00;0;161,62;0,00
70;2015;40;3300;53190;000;A10;012;0;161,62;0,00;161,62;0,00;161,62;0,00;0,00;0;161,62;0,00
71;2015;40;3300;54053;###;A09;012;19000;0,00;0,00;19.000,00;0,00;19.000,00;13.208,53;13.208,53;0;5.791,47;13.131,13
72;2015;40;3300;54053;000;A09;012;19000;0,00;0,00;19.000,00;0,00;19.000,00;13.208,53;13.208,53;0;5.791,47;13.131,13
73;2015;40;3300;54079;###;A09;012;4300;0,00;-1.034,37;3.265,63;0,00;3.265,63;941,84;941,84;0;2.323,79;941,84
74;2015;40;3300;54079;000;A09;012;4300;0,00;-3.980,84;319,16;0,00;319,16;319,16;319,16;0;0,00;319,16
75;2015;40;3300;54079;200;A09;012;0;0,00;1.446,47;1.446,47;0,00;1.446,47;592,31;592,31;0;854,16;592,31
76;2015;40;3300;54079;201;A09;012;0;0,00;1.500,00;1.500,00;0,00;1.500,00;30,37;30,37;0;1.469,63;30,37
77;2015;40;3300;54690;###;A10;012;0;1.847,03;112,00;1.959,03;0,00;1.959,03;25,68;25,68;0;1.933,35;25,68
78;2015;40;3300;54690;000;A10;012;0;1.847,03;-1.847,03;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
79;2015;40;3300;54690;201;A10;012;0;0,00;1,61;1,61;0,00;1,61;0,00;0,00;0;1,61;0,00
80;2015;40;3300;54690;202;A10;012;0;0,00;167,31;167,31;0,00;167,31;25,68;25,68;0;141,63;25,68
81;2015;40;3300;54690;204;A10;012;0;0,00;1.790,11;1.790,11;0,00;1.790,11;0,00;0,00;0;1.790,11;0,00
82;2015;40;3300;68406;###;T;012;101000;0,00;500,00;101.500,00;0,00;101.500,00;100.165,00;100.165,00;0;1.335,00;85.910,00
83;2015;40;3300;68406;000;T;012;101000;0,00;500,00;101.500,00;0,00;101.500,00;100.165,00;100.165,00;0;1.335,00;85.910,00
84;2015;40;3300;68432;###;T;012;362000;0,00;-144.000,00;218.000,00;0,00;218.000,00;202.900,00;202.900,00;0;15.100,00;175.332,00
85;2015;40;3300;68432;000;T;012;362000;0,00;-362.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
86;2015;40;3300;68432;200;T;012;0;0,00;15.000,00;15.000,00;0,00;15.000,00;15.000,00;15.000,00;0;0,00;15.000,00
87;2015;40;3300;68432;201;T;012;0;0,00;50.000,00;50.000,00;0,00;50.000,00;44.300,00;44.300,00;0;5.700,00;36.917,00
88;2015;40;3300;68432;202;T;012;0;0,00;8.000,00;8.000,00;0,00;8.000,00;8.000,00;8.000,00;0;0,00;7.650,00
89;2015;40;3300;68432;204;T;012;0;0,00;120.000,00;120.000,00;0,00;120.000,00;110.600,00;110.600,00;0;9.400,00;94.932,00
90;2015;40;3300;68432;205;T;012;0;0,00;25.000,00;25.000,00;0,00;25.000,00;25.000,00;25.000,00;0;0,00;20.833,00
91;2015;40;3300;68579;###;T;012;1000;0,00;-500,00;500,00;0,00;500,00;277,00;277,00;0;223,00;277,00
92;2015;40;3300;68579;000;T;012;1000;0,00;-500,00;500,00;0,00;500,00;277,00;277,00;0;223,00;277,00
93;2015;40;3300;98101;###;A10;890;1000;0,00;2.000,00;3.000,00;0,00;3.000,00;1.972,00;1.972,00;0;1.028,00;1.972,00
94;2015;40;3300;98101;000;A10;890;1000;0,00;2.000,00;3.000,00;0,00;3.000,00;1.972,00;1.972,00;0;1.028,00;1.972,00
95;2015;40;3302;42801;###;;012;42400;0,00;0,00;42.400,00;0,00;42.400,00;34.319,21;34.319,21;0;8.080,79;34.319,21
96;2015;40;3302;42801;000;;012;42400;0,00;0,00;42.400,00;0,00;42.400,00;34.319,21;34.319,21;0;8.080,79;34.319,21
97;2015;40;3302;42811;###;;012;229000;0,00;0,00;229.000,00;-28.183,60;200.816,40;118.571,58;118.571,58;0;82.244,82;118.571,58
98;2015;40;3302;42811;000;;012;229000;0,00;0,00;229.000,00;-28.183,60;200.816,40;118.571,58;118.571,58;0;82.244,82;118.571,58
99;2015;40;3302;51101;###;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.026,96;2.268,99;0;731,01;2.026,96
100;2015;40;3302;51101;000;A09;012;3000;0,00;0,00;3.000,00;0,00;3.000,00;2.026,96;2.268,99;0;731,01;2.026,96
101;2015;40;3302;52501;###;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;570,00;1.020,00;0;980,00;570,00
102;2015;40;3302;52501;000;A09;012;2000;0,00;0,00;2.000,00;0,00;2.000,00;570,00;1.020,00;0;980,00;570,00
103;2015;40;3302;52703;###;A09;012;1700;0,00;0,00;1.700,00;0,00;1.700,00;1.065,00;1.700,00;0;0,00;1.065,00
104;2015;40;3302;52703;000;A09;012;1700;0,00;0,00;1.700,00;0,00;1.700,00;1.065,00;1.700,00;0;0,00;1.065,00
105;2015;40;3302;54053;###;A09;012;10000;0,00;0,00;10.000,00;0,00;10.000,00;9.826,38;9.826,38;0;173,62;9.826,38
106;2015;40;3302;54053;000;A09;012;10000;0,00;0,00;10.000,00;0,00;10.000,00;9.826,38;9.826,38;0;173,62;9.826,38
107;2015;40;3302;54079;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;39,40;39,40;0;960,60;15,00
108;2015;40;3302;54079;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;39,40;39,40;0;960,60;15,00
109;2015;40;3304;42201;###;;012;782000;0,00;0,00;782.000,00;0,00;782.000,00;748.936,17;748.936,17;0;33.063,83;748.936,17
110;2015;40;3304;42201;000;;012;782000;0,00;0,00;782.000,00;0,00;782.000,00;748.936,17;748.936,17;0;33.063,83;748.936,17
111;2015;40;3304;42701;###;;012;39300;0,00;0,00;39.300,00;0,00;39.300,00;3.871,79;10.185,99;0;29.114,01;3.871,79
112;2015;40;3304;42701;000;;012;39300;0,00;0,00;39.300,00;0,00;39.300,00;3.871,79;10.185,99;0;29.114,01;3.871,79
113;2015;40;3304;42760;###;;012;0;0,00;960,00;960,00;0,00;960,00;0,00;0,00;0;960,00;0,00
114;2015;40;3304;42760;000;;012;0;0,00;960,00;960,00;0,00;960,00;0,00;0,00;0;960,00;0,00
115;2015;40;3304;42801;###;;012;465000;0,00;0,00;465.000,00;0,00;465.000,00;350.332,78;350.332,78;0;114.667,22;350.332,78
116;2015;40;3304;42801;000;;012;465000;0,00;0,00;465.000,00;0,00;465.000,00;350.332,78;350.332,78;0;114.667,22;350.332,78
117;2015;40;3304;42821;###;;012;830000;0,00;0,00;830.000,00;-360.107,00;469.893,00;400.862,80;400.862,80;0;69.030,20;400.862,80
118;2015;40;3304;42821;000;;012;830000;0,00;0,00;830.000,00;-360.107,00;469.893,00;400.862,80;400.862,80;0;69.030,20;400.862,80
119;2015;40;3304;42860;###;;012;0;0,00;19.000,00;19.000,00;0,00;19.000,00;4.145,00;4.145,00;0;14.855,00;4.145,00
120;2015;40;3304;42860;000;;012;0;0,00;19.000,00;19.000,00;0,00;19.000,00;4.145,00;4.145,00;0;14.855,00;4.145,00
121;2015;40;3304;44100;###;;012;21300;0,00;0,00;21.300,00;0,00;21.300,00;21.273,43;21.273,43;0;26,57;21.055,01
122;2015;40;3304;44100;000;;012;21300;0,00;0,00;21.300,00;0,00;21.300,00;21.273,43;21.273,43;0;26,57;21.055,01
123;2015;40;3304;44304;###;;012;327000;0,00;0,00;327.000,00;0,00;327.000,00;326.156,82;326.156,82;0;843,18;326.156,82
124;2015;40;3304;44304;000;;012;327000;0,00;0,00;327.000,00;0,00;327.000,00;326.156,82;326.156,82;0;843,18;326.156,82
125;2015;40;3304;44379;###;;012;2700;0,00;0,00;2.700,00;0,00;2.700,00;328,22;328,22;0;2.371,78;328,22
126;2015;40;3304;44379;000;;012;2700;0,00;0,00;2.700,00;0,00;2.700,00;328,22;328,22;0;2.371,78;328,22
127;2015;40;3304;45903;###;;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
128;2015;40;3304;45903;000;;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
129;2015;40;3304;51801;###;A08;012;1300;0,00;0,00;1.300,00;0,00;1.300,00;368,00;736,00;0;564,00;368,00
130;2015;40;3304;51801;000;A08;012;1300;0,00;0,00;1.300,00;0,00;1.300,00;368,00;736,00;0;564,00;368,00
131;2015;40;3304;52501;###;A09;012;38000;0,00;-16.500,00;21.500,00;0,00;21.500,00;9.073,54;9.073,54;0;12.426,46;9.073,54
132;2015;40;3304;52501;000;A09;012;38000;0,00;-16.500,00;21.500,00;0,00;21.500,00;9.073,54;9.073,54;0;12.426,46;9.073,54
133;2015;40;3304;52703;###;A09;012;55800;0,00;0,00;55.800,00;0,00;55.800,00;22.697,86;26.669,66;0;29.130,34;22.697,86
134;2015;40;3304;52703;000;A09;012;55800;0,00;0,00;55.800,00;0,00;55.800,00;22.697,86;26.669,66;0;29.130,34;22.697,86
135;2015;40;3304;53111;###;A09;012;1000;0,00;13.016,86;14.016,86;0,00;14.016,86;13.992,33;13.992,33;0;24,53;13.992,33
136;2015;40;3304;53111;000;A09;012;1000;0,00;13.016,86;14.016,86;0,00;14.016,86;13.992,33;13.992,33;0;24,53;13.992,33
137;2015;40;3304;54010;###;A09;012;25600;0,00;-5.500,00;20.100,00;-272,87;19.827,13;0,00;5.578,00;0;14.249,13;0,00
138;2015;40;3304;54010;000;A09;012;25600;0,00;-5.500,00;20.100,00;-272,87;19.827,13;0,00;5.578,00;0;14.249,13;0,00
139;2015;40;3304;54079;###;A09;012;1700;0,00;-817,61;882,39;-10,00;872,39;188,15;213,15;0;659,24;188,15
140;2015;40;3304;54079;000;A09;012;1700;0,00;-817,61;882,39;-10,00;872,39;188,15;213,15;0;659,24;188,15
141;2015;40;3304;54606;###;A09;012;0;0,00;605,00;605,00;0,00;605,00;0,00;0,00;0;605,00;0,00
142;2015;40;3304;54606;000;A09;012;0;0,00;605,00;605,00;0,00;605,00;0,00;0,00;0;605,00;0,00
143;2015;40;3304;68102;###;Z10;012;0;0,00;272,87;272,87;0,00;272,87;272,87;272,87;0;0,00;272,87
144;2015;40;3304;68102;000;Z10;012;0;0,00;272,87;272,87;0,00;272,87;272,87;272,87;0;0,00;272,87
145;2015;40;3305;11972;###;E03;062;2600;0,00;0,00;2.600,00;0,00;0,00;5.259,61;0,00;0;0,00;5.259,61
146;2015;40;3305;11972;000;E03;062;2600;0,00;0,00;2.600,00;0,00;0,00;5.259,61;0,00;0;0,00;5.259,61
147;2015;40;3305;11973;###;E03;062;4500;0,00;0,00;4.500,00;0,00;0,00;3.621,87;0,00;0;0,00;3.621,87
148;2015;40;3305;11973;000;E03;062;4500;0,00;0,00;4.500,00;0,00;0,00;3.621,87;0,00;0;0,00;3.621,87
149;2015;40;3305;11979;###;E03;062;1000;0,00;-100,00;900,00;0,00;0,00;0,00;0,00;0;0,00;0,00
150;2015;40;3305;11979;000;E03;062;1000;0,00;-100,00;900,00;0,00;0,00;0,00;0,00;0;0,00;0,00
151;2015;40;3305;12511;###;E03;062;100000;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
152;2015;40;3305;12511;000;E03;062;100000;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
153;2015;40;3305;42201;###;;062;468000;0,00;0,00;468.000,00;0,00;468.000,00;431.441,06;431.441,06;0;36.558,94;431.441,06
154;2015;40;3305;42201;000;;062;468000;0,00;0,00;468.000,00;0,00;468.000,00;431.441,06;431.441,06;0;36.558,94;431.441,06
155;2015;40;3305;42801;###;;062;200000;0,00;0,00;200.000,00;0,00;200.000,00;179.406,89;179.406,89;0;20.593,11;179.406,89
156;2015;40;3305;42801;000;;062;200000;0,00;0,00;200.000,00;0,00;200.000,00;179.406,89;179.406,89;0;20.593,11;179.406,89
157;2015;40;3305;44100;###;;062;16600;0,00;0,00;16.600,00;0,00;16.600,00;11.196,86;11.196,86;0;5.403,14;11.196,86
158;2015;40;3305;44100;000;;062;16600;0,00;0,00;16.600,00;0,00;16.600,00;11.196,86;11.196,86;0;5.403,14;11.196,86
159;2015;40;3305;53201;###;A09;812;0;0,00;60,00;60,00;0,00;60,00;50,66;50,66;0;9,34;50,66
160;2015;40;3305;53201;000;A09;812;0;0,00;60,00;60,00;0,00;60,00;50,66;50,66;0;9,34;50,66
161;2015;40;3305;54010;###;A09;062;0;0,00;1.332,80;1.332,80;0,00;1.332,80;1.332,80;1.332,80;0;0,00;1.332,80
162;2015;40;3305;54010;000;A09;062;0;0,00;1.332,80;1.332,80;0,00;1.332,80;1.332,80;1.332,80;0;0,00;1.332,80
163;2015;40;3305;54038;###;A09;062;5000;0,00;0,00;5.000,00;0,00;5.000,00;4.224,32;4.224,32;0;775,68;4.224,32
164;2015;40;3305;54038;000;A09;062;5000;0,00;0,00;5.000,00;0,00;5.000,00;3.708,32;3.708,32;0;1.291,68;3.708,32
165;2015;40;3305;54038;100;A09;062;0;0,00;0,00;0,00;0,00;0,00;336,00;336,00;0;-336,00;336,00
166;2015;40;3305;54038;101;A09;062;0;0,00;0,00;0,00;0,00;0,00;180,00;180,00;0;-180,00;180,00
167;2015;40;3305;54060;###;A09;062;9000;0,00;1.277,12;10.277,12;0,00;10.277,12;10.277,12;10.277,12;0;0,00;8.517,52
168;2015;40;3305;54060;000;A09;062;9000;0,00;1.277,12;10.277,12;0,00;10.277,12;0,00;0,00;0;10.277,12;0,00
169;2015;40;3305;54060;120;A09;062;0;0,00;0,00;0,00;0,00;0,00;10.277,12;10.277,12;0;-10.277,12;8.517,52
170;2015;40;3305;54079;###;A09;062;1000;0,00;-581,51;418,49;-50,00;368,49;368,49;368,49;0;0,00;368,49
171;2015;40;3305;54079;000;A09;062;1000;0,00;-581,51;418,49;-50,00;368,49;368,49;368,49;0;0,00;368,49
172;2015;40;3305;81279;###;A05;062;0;0,00;16.000,00;16.000,00;0,00;16.000,00;13.170,90;13.170,90;0;2.829,10;13.170,90
173;2015;40;3305;81279;000;A05;062;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
174;2015;40;3305;81279;350;A05;062;0;0,00;16.000,00;16.000,00;0,00;16.000,00;13.170,90;13.170,90;0;2.829,10;13.170,90
175;2015;40;3306;11133;###;E03;012;4700;0,00;-3.700,00;1.000,00;0,00;0,00;66.783,00;0,00;0;0,00;225,00
176;2015;40;3306;11133;000;E03;012;4700;0,00;-3.700,00;1.000,00;0,00;0,00;66.783,00;0,00;0;0,00;225,00
177;2015;40;3306;11901;###;E03;012;2100;0,00;-1.100,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
178;2015;40;3306;11901;000;E03;012;2100;0,00;-1.100,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
179;2015;40;3306;11902;###;E03;012;2900;0,00;-500,00;2.400,00;0,00;0,00;0,00;0,00;0;0,00;0,00
180;2015;40;3306;11902;000;E03;012;2900;0,00;-500,00;2.400,00;0,00;0,00;0,00;0,00;0;0,00;0,00
181;2015;40;3306;11903;###;E03;012;0;0,00;0,00;0,00;0,00;0,00;727,31;0,00;0;0,00;727,31
182;2015;40;3306;11903;000;E03;012;0;0,00;0,00;0,00;0,00;0,00;727,31;0,00;0;0,00;727,31
183;2015;40;3306;11906;###;E03;012;2400;0,00;-1.400,00;1.000,00;0,00;0,00;548,53;0,00;0;0,00;548,53
184;2015;40;3306;11906;000;E03;012;2400;0,00;-1.400,00;1.000,00;0,00;0,00;548,53;0,00;0;0,00;548,53
185;2015;40;3306;11907;###;E03;012;3100;0,00;-200,00;2.900,00;0,00;0,00;2.275,50;0,00;0;0,00;2.275,50
186;2015;40;3306;11907;000;E03;012;3100;0,00;-200,00;2.900,00;0,00;0,00;2.275,50;0,00;0;0,00;2.275,50
187;2015;40;3306;11934;###;E03;012;7500;0,00;-6.500,00;1.000,00;0,00;0,00;1.000,00;0,00;0;0,00;1.000,00
188;2015;40;3306;11934;000;E03;012;7500;0,00;-6.500,00;1.000,00;0,00;0,00;1.000,00;0,00;0;0,00;1.000,00
189;2015;40;3306;11977;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;626,25;0,00;0;0,00;626,25
190;2015;40;3306;11977;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;626,25;0,00;0;0,00;626,25
191;2015;40;3306;11979;###;E03;012;1300;0,00;-300,00;1.000,00;0,00;0,00;308,78;0,00;0;0,00;160,03
192;2015;40;3306;11979;000;E03;012;1300;0,00;-300,00;1.000,00;0,00;0,00;308,78;0,00;0;0,00;160,03
193;2015;40;3306;11981;###;E03;012;1000;0,00;-1.000,00;0,00;0,00;0,00;468,00;0,00;0;0,00;468,00
194;2015;40;3306;11981;000;E03;012;1000;0,00;-1.000,00;0,00;0,00;0,00;468,00;0,00;0;0,00;468,00
195;2015;40;3306;12401;###;E01;012;223000;0,00;-168.700,00;54.300,00;0,00;0,00;300.418,03;0,00;0;0,00;51.348,16
196;2015;40;3306;12401;000;E01;012;223000;0,00;-168.700,00;54.300,00;0,00;0,00;300.418,03;0,00;0;0,00;51.348,16
197;2015;40;3306;12406;###;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;1.248,55;0,00;0;0,00;940,00
198;2015;40;3306;12406;000;E03;012;1000;0,00;0,00;1.000,00;0,00;0,00;1.248,55;0,00;0;0,00;940,00
199;2015;40;3306;26109;###;E01;012;1000;0,00;0,00;1.000,00;0,00;0,00;41.540,35;0,00;0;0,00;41.540,35
200;2015;40;3306;26109;000;E01;012;1000;0,00;0,00;1.000,00;0,00;0,00;41.540,35;0,00;0;0,00;41.540,35
201;2015;40;3306;41201;###;;012;2300;0,00;0,00;2.300,00;0,00;2.300,00;1.311,39;1.311,39;0;988,61;1.311,39
202;2015;40;3306;41201;000;;012;2300;0,00;0,00;2.300,00;0,00;2.300,00;1.311,39;1.311,39;0;988,61;1.311,39
203;2015;40;3306;42201;###;;012;718000;0,00;0,00;718.000,00;-85.000,00;633.000,00;523.958,65;523.958,65;0;109.041,35;523.958,65
